ID_Herramienta;ID_Encuestado;Plataforma (actual);Software utilizado;Framework -Librerias;Bases de Datos;QA-Testing
4768;4768;Redmine;Ninguno de los anteriores;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
4769;4769;Amazon Web Services, Docker, Serverless;Javascript, SQL, TypeScript;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora, MySQL;Ninguna de las anteriores
4770;4770;Ninguna de las anteriores;Javascript, TypeScript;React.js;Ninguna de las anteriores;Ninguna de las anteriores
4771;4771;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4772;4772;Docker, Linux, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4773;4773;Azure, Docker, Kubernetes, Linux, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Informix, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB;Ninguna de las anteriores
4774;4774;Amazon Web Services, Docker, Kubernetes;Python, SQL;Spark;Apache Hive, PostgreSQL;Ninguna de las anteriores
4775;4775;Ninguna de las anteriores;HTML, Javascript, PHP, SQL;Bootstrap, jQuery;Oracle;Ninguna de las anteriores
4776;4776;Ninguna de las anteriores;GeneXus;Ninguno de los anteriores;Microsoft SQL Server, PostgreSQL;Ninguna de las anteriores
4777;4777;Azure, Docker, Linux, VMWare, Windows Server;Bash/Shell, CSS, HTML, Javascript, PHP, SQL;Bootstrap, jQuery;MariaDB, Microsoft SQL Server, MySQL;Ninguna de las anteriores
4778;4778;Microcontroladores, SAP, VMWare;HTML, Javascript, TypeScript;Angular;Oracle;JUnit
4779;4779;Google Cloud Platform;Python, SQL;Ninguno de los anteriores;Microsoft SQL Server, BigQuery;Ninguna de las anteriores
4780;4780;Linux, OpenShift;Bash/Shell, Java;Hibernate, Spring;ElasticSearch, MySQL, PostgreSQL;JUnit, Postman, SoapUI
4781;4781;SAP;ABAP, Javascript;SAP;HANA;Postman
4782;4782;Ninguna de las anteriores;CSS, HTML, Java, Javascript, TypeScript;Node.js, React.js, Spring;Ninguna de las anteriores;Cypress, Jest, JUnit, Postman, Puppeteer, Selenium
4783;4783;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server, PostgreSQL;Ninguna de las anteriores
4784;4784;Docker, Linux;Javascript, PHP, SQL;Drupal, Symfony;MySQL;Visual Studio Coded UI
4785;4785;Amazon Web Services, Linux;Bash/Shell, Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4786;4786;Docker, OpenShift;Javascript, Python, TypeScript;Angular, Bootstrap, Django, jQuery;PostgreSQL;Ninguna de las anteriores
4787;4787;Amazon Web Services, Docker, Linux;Python;TensorFlow;MySQL;Ninguna de las anteriores
4788;4788;Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4789;4789;Azure, Docker, Linux, VMWare, Windows Server;Bash/Shell, C, Python, SQL, VBA;Ninguno de los anteriores;Microsoft SQL Server, MySQL;Ninguna de las anteriores
4790;4790;Amazon Web Services, Google Cloud Platform, Linux;Java, Python, SQL;TensorFlow;Amazon Redshift, Teradata;Postman
4791;4791;Azure, Google Cloud Platform, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL;Ninguna de las anteriores
4792;4792;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Java, Javascript, Kotlin, SQL, TypeScript;Hibernate, Node.js, Spring, Vue.js;Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis;Jest, JUnit, Mocha
4793;4793;Ninguna de las anteriores;.NET, CSS, HTML, Javascript, SQL;.NET Core, Angular, Bootstrap, jQuery, Node.js;Microsoft SQL Server;Ninguna de las anteriores
4794;4794;Azure;.;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
4795;4795;Azure;Python, SQL;Flask, Spark;Amazon DynamoDB, Amazon Redshift, Apache Hive, Cassandra, ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;Ninguna de las anteriores, Pytest
4796;4796;Amazon Web Services, Docker, Linux;Bash/Shell, C#, CSS, HTML, Javascript, PHP, Python;jQuery;MySQL, Redis;PHPUnit, Postman
4797;4797;Amazon Web Services, Docker, Kubernetes, Linux;Bash/Shell, Groovy;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, PostgreSQL, Redis;Ninguna de las anteriores
4798;4798;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4799;4799;Amazon Web Services;Javascript, Ruby, TypeScript;Next.js, Rails, React.js;Ninguna de las anteriores;Cypress, Jest
4800;4800;Azure, Windows Server;.NET, C#, SQL;.NET Core, Angular;Microsoft SQL Server;Ninguna de las anteriores
4801;4801;Amazon Web Services, Docker, Firebase, Linux;Javascript, PHP, SQL, TypeScript;Symfony, Vue.js;Amazon RDS/Aurora, MySQL;Postman
4802;4802;Ninguna de las anteriores;CSS, Javascript, SQL;Bootstrap, Next.js, Node.js, WordPress, Strapi;MySQL;Ninguna de las anteriores
4803;4803;Docker, Linux;.NET, C#, HTML, Javascript, Python, SQL, TypeScript;.NET Core, Bootstrap, Node.js, React.js;Amazon RDS/Aurora, MariaDB, SQLite;Postman
4804;4804;Amazon Web Services, Azure, Google Cloud Platform, IBM Cloud / Watson, Linux, Windows Server;No aplican;No aplica;No aplica;No aplican
4805;4805;Google Cloud Platform;SQL;Ninguno de los anteriores;Google Cloud Storage;Postman
4806;4806;SharePoint;CSS, HTML, Javascript, SQL;Bootstrap, jQuery;Ninguna de las anteriores;Ninguna de las anteriores
4807;4807;SAP;SQL, Blue Prism;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4808;4808;Amazon Web Services, Docker, Google Cloud Platform;Java;Hibernate, Spring;ElasticSearch, MySQL;JUnit, Postman
4809;4809;Amazon Web Services, Linux, SAP;CSS, HTML, Javascript, PHP;SAP, Yii2;MySQL;Postman
4810;4810;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4811;4811;Ninguna de las anteriores;CSS, HTML;Bootstrap, Node.js, WordPress;Ninguna de las anteriores;Ninguna de las anteriores
4812;4812;Amazon Web Services, Google Cloud Platform;Go, Java;Spring;Amazon DynamoDB, ElasticSearch, MySQL;JUnit, Postman
4813;4813;Amazon Web Services, Azure, Docker, Linux;Bash/Shell, Ruby, SQL;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MySQL;Postman
4814;4814;Docker, Google Cloud Platform;.NET, C#, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript;.NET Core, jQuery, Next.js, Node.js;Apache Hive, ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, Redis;Postman, SoapUI
4815;4815;Firebase;CSS, HTML, Javascript, TypeScript;jQuery, Node.js, React.js, WordPress;MongoDB, PostgreSQL;Cypress
4816;4816;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4817;4817;Ninguna de las anteriores;HTML, Java, Javascript, SQL, TypeScript;Angular, jQuery, Spring;MariaDB, Microsoft SQL Server, MySQL, Oracle;Ninguna de las anteriores
4818;4818;Ninguna de las anteriores;CSS, Dart, Go, Javascript, TypeScript;Angular, Node.js;MariaDB, MongoDB, MySQL;Karma, Mocha
4819;4819;Ninguna de las anteriores;Ninguno de los anteriores;SAP;Ninguna de las anteriores;Ninguna de las anteriores
4820;4820;Docker, Linux;Bash/Shell, CSS, HTML, Javascript, Python, TypeScript;Angular, Node.js, React.js;Ninguna de las anteriores;Cypress, Jest
4821;4821;Office 365;Powershell;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4822;4822;Firebase, Heroku;.NET, HTML, Javascript, PHP, SQL, TypeScript;Bootstrap, Node.js, React.js;MongoDB, MySQL;Ninguna de las anteriores
4823;4823;Amazon Web Services;CSS, Go, HTML, Javascript, SQL, TypeScript;Next.js, React.js;Amazon DynamoDB, PostgreSQL;Ninguna de las anteriores
4824;4824;Docker;Java, Javascript, SQL;Node.js, React.js, Spring;MySQL;Ninguna de las anteriores
4825;4825;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4826;4826;SAP;SQL;SAP;Oracle;MicroFocus Quality Center
4827;4827;Docker, Kubernetes, Linux, VMWare;.NET, Bash/Shell, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript;.NET Core, Bootstrap, Node.js, Vue.js;Cassandra, ElasticSearch, MongoDB, MySQL, Oracle, PostgreSQL;Ninguna de las anteriores
4828;4828;Amazon Web Services, Docker, Heroku, Linux, Serverless;Bash/Shell, Java, Python, R, SQL;Hibernate, Spring;PostgreSQL;JUnit, Katalon, Postman
4829;4829;Windows Server;.NET, C#, SQL;.NET Core;Microsoft SQL Server;Ninguna de las anteriores
4830;4830;Azure, VMWare, Windows Server;C#, Delphi, Javascript, PHP, Python, SQL;.NET Core, Django, jQuery;Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
4831;4831;Docker, Firebase, Google Cloud Platform;C++, CSS, Dart, HTML, Java, Javascript, Kotlin, Objective-C, Swift;Flutter, SwiftUI;Google Cloud Storage;JUnit, Selenium, Visual Studio Coded UI
4832;4832;Docker, Firebase, Google Cloud Platform, Linux;CSS, Javascript, Python, SQL;Django, Flask, Node.js, React.js;PostgreSQL, Redis;Cypress, Jest, Postman, Ninguna de las anteriores
4833;4833;*BSD;CSS;Ninguno de los anteriores;MySQL;Appium
4834;4834;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Bash/Shell, HTML, Javascript, SQL, TypeScript;Next.js, Node.js, React.js, Nest.js;Amazon DynamoDB, Amazon RDS/Aurora;Jest, Puppeteer, Selenium
4835;4835;Ninguna de las anteriores;SQL, VBA;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4836;4836;Amazon Web Services, Azure, Linux, Windows Server;Bash/Shell, Python, SQL;Ninguno de los anteriores;Amazon RDS/Aurora, HANA, IBM Db2, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle, PostgreSQL, Redis, Teradata, Snowflake;Ninguna de las anteriores
4837;4837;Amazon Web Services, Azure, Google Cloud Platform, VMWare, Windows Server;.NET;.NET Core;Microsoft SQL Server;Visual Studio Coded UI
4838;4838;Azure;.NET, C#, HTML, Javascript, TypeScript;.NET Core, Node.js;Ninguna de las anteriores;Ninguna de las anteriores
4839;4839;Amazon Web Services, Docker, Linux;CSS, HTML, Javascript, Python, TypeScript;Angular, Bootstrap, Django, Flask, Node.js, React.js;Cassandra, ElasticSearch, Redis, Sybase;Cucumber, Jest, JUnit, Katalon, Postman, Puppeteer
4840;4840;Azure, Firebase;Javascript;React.js, react native;Ninguna de las anteriores;Ninguna de las anteriores
4841;4841;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift;Bash/Shell, Python, Ninguno de los anteriores;Ninguno de los anteriores;Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, MongoDB, PostgreSQL, Redis;Ninguna de las anteriores
4842;4842;Windows Server;.NET, C#, SQL, VBA;.NET Core;Microsoft SQL Server;Ninguna de las anteriores
4843;4843;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Mainframe, OpenShift, Serverless, VMWare, Windows Server;Bash/Shell, HTML, Javascript, SQL;Ninguno de los anteriores;ElasticSearch, Microsoft SQL Server, MongoDB, Oracle, PostgreSQL, Redis;Postman
4844;4844;SAP;Java;Ninguno de los anteriores;Ninguna de las anteriores;Cucumber, Postman, Selenium
4845;4845;Ninguna de las anteriores;Python, SQL;TensorFlow;Oracle;Ninguna de las anteriores
4846;4846;Linux, SAP;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4847;4847;Azure, Docker, Kubernetes, Linux;.NET, C#, HTML, Java, Javascript, TypeScript;.NET Core, Node.js, React.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), PostgreSQL;Cucumber, Jest, JUnit, Mocha, NUnit, Postman, Selenium, Xunit
4848;4848;Azure, Windows Server;.NET, CSS, HTML, SQL;.NET Core;Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Neo4j;Ninguna de las anteriores
4849;4849;Azure, Windows Server;.NET, C#, SQL, TypeScript;.NET Core, Angular, Bootstrap;Microsoft SQL Server;Ninguna de las anteriores
4850;4850;Azure;HTML, Javascript, SQL;Node.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Postman
4851;4851;Amazon Web Services, Firebase;CSS, HTML, Javascript;Bootstrap, React.js;ElasticSearch, MongoDB;Ninguna de las anteriores
4852;4852;Docker, Linux;Javascript, Python;React.js, Vue.js;Ninguna de las anteriores;Jest
4853;4853;SAP;ABAP;SAP;Oracle;Ninguna de las anteriores
4854;4854;Amazon Web Services, *BSD, Docker, Google Cloud Platform, Linux, Serverless, Windows Server;Bash/Shell, CSS, HTML, Javascript, PHP, SQL, TypeScript;Bootstrap, jQuery, Laravel, Node.js, React.js;Amazon RDS/Aurora, Microsoft SQL Server;Postman
4855;4855;Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Linux, Microcontroladores;CSS, HTML, Java, Javascript, Kotlin, PHP, SQL, TypeScript;Bootstrap, Laravel, React.js, React native;Apache Hive, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;Ninguna de las anteriores
4856;4856;Ninguna de las anteriores;CSS, HTML, Java, SQL;Bootstrap, Spring;Microsoft SQL Server, MySQL;JUnit
4857;4857;Amazon Web Services, Docker, Linux, Serverless;Bash/Shell, HTML, Javascript, Python, SQL;Django, Flask, jQuery, TensorFlow, Torch;Amazon Redshift, Amazon RDS/Aurora, PostgreSQL, SQLite;Postman
4858;4858;Firebase, Google Cloud Platform, Linux;Bash/Shell, Javascript, TypeScript;Next.js, Node.js, React.js;ElasticSearch, Google Cloud Storage, MongoDB;Ninguna de las anteriores
4859;4859;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux;C#, Javascript, PHP, SQL;.NET Core, jQuery, Laravel, Vue.js;ElasticSearch, Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL;Postman
4860;4860;Azure, Linux, VMWare, Windows Server;Bash/Shell, PHP, Python, SQL;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle, PostgreSQL;Ninguna de las anteriores
4861;4861;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4862;4862;Azure, Linux, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4863;4863;Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4864;4864;Azure, Docker, Linux, Serverless;CSS, HTML, Javascript, TypeScript;Next.js, Node.js, React.js;MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite;Mocha
4865;4865;Azure, Docker, Windows Server;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;.NET Core, Angular, Node.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;TFS
4866;4866;Windows Server;C#, Delphi, Javascript, SQL;Bootstrap, jQuery, Node.js, React.js;Microsoft SQL Server, MongoDB, MySQL;Ninguna de las anteriores
4867;4867;Azure, Docker, Linux, VMWare, Windows Server;.NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL, TypeScript;.NET Core, Angular, Bootstrap, jQuery, Node.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;Mocha, Postman
4868;4868;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
4869;4869;Azure, IBM Cloud / Watson, SAP, Windows Server;Ninguno de los anteriores;SAP;Microsoft Azure (Tables, CosmosDB, SQL, etc), Oracle;Ninguna de las anteriores
4870;4870;Azure, Docker, Google Cloud Platform;Java, Javascript;Bootstrap, React.js, Spring;MariaDB, MySQL, PostgreSQL;Jest, JUnit, Postman
4871;4871;Amazon Web Services, Docker, Kubernetes, Linux, Microcontroladores;Assembler, Bash/Shell, C, C++, Rust;Yocto, openwrt;Ninguna de las anteriores;Pytest, gtest
4872;4872;Amazon Web Services, Azure;SQL;Ninguno de los anteriores;Amazon Redshift, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL;Ninguna de las anteriores
4873;4873;Amazon Web Services, Google Cloud Platform;Ninguno de los anteriores;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
4874;4874;SAP;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4875;4875;Amazon Web Services;HTML, Javascript, PHP, SQL, TypeScript;jQuery, React.js, Zend;Microsoft SQL Server, MySQL, Redis;PHPUnit
4876;4876;Arduino o similar, Docker, IBM Cloud / Watson, Linux, Microcontroladores, Mainframe, OpenStack;Arduino, Bash/Shell, C, Python;Ninguno de los anteriores;Informix, MariaDB;Ninguna de las anteriores
4877;4877;Ninguna de las anteriores;Javascript;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4878;4878;Amazon Web Services, Serverless;TypeScript;Ninguno de los anteriores;MongoDB;Ninguna de las anteriores
4879;4879;SAP;Clojure, Matlab, Python, SQL, VBA;Ninguno de los anteriores;MySQL, PostgreSQL;Ninguna de las anteriores
4880;4880;Firebase, Google Cloud Platform;CSS, HTML, Javascript, TypeScript;Next.js, Node.js, React.js;PostgreSQL;Postman
4881;4881;Amazon Web Services, Azure, Firebase, Google Cloud Platform, Linux, Windows Server;Javascript;Bootstrap, React.js;MongoDB;Visual Studio Coded UI
4882;4882;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4883;4883;Ninguna de las anteriores;HTML, Java, Javascript, SQL;Ninguno de los anteriores;MySQL;Cucumber, Cypress, Postman
4884;4884;Ninguna de las anteriores;Java, Javascript, SQL;Hibernate, jQuery;Microsoft SQL Server;Ninguna de las anteriores
4885;4885;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4886;4886;Docker, Linux, OpenStack, Windows Server;Bash/Shell;Ninguno de los anteriores;ElasticSearch, MySQL, PostgreSQL;Postman, Visual Studio Coded UI
4887;4887;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4888;4888;Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux;Bash/Shell, PHP, Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4889;4889;Docker, Linux, Microcontroladores;Bash/Shell, C, C++, Python, SQL;TensorFlow, Torch;Microsoft SQL Server, MySQL, SQLite;Ninguna de las anteriores
4890;4890;Azure, Kubernetes;.NET, Javascript, SQL, TypeScript;.NET Core, Next.js;Microsoft SQL Server;Ninguna de las anteriores
4891;4891;Ninguna de las anteriores;Java;Hibernate, Spring;PostgreSQL;JUnit, Postman
4892;4892;Docker, Heroku, Windows Server;.NET, C#, CSS, HTML, Javascript, TypeScript;.NET Core, Next.js, Node.js, React.js;Microsoft SQL Server;Jest, Postman
4893;4893;AIX, Azure, Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenShift;Bash/Shell, Python;Ninguno de los anteriores;Ninguna de las anteriores;SoapUI
4894;4894;Docker;CSS, Dart, HTML, Javascript;Flutter, Next.js, React.js;MongoDB, MySQL;React testing library y jest
4895;4895;Google Cloud Platform;Python, SQL;Ninguno de los anteriores;MySQL;SoapUI
4896;4896;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Google Cloud Storage, MySQL;Ninguna de las anteriores
4897;4897;Docker, Linux;PHP;Laravel, Vue.js;MySQL;Ninguna de las anteriores
4898;4898;Amazon Web Services;Python, SQL;Hadoop, Spark, TensorFlow;Apache Hive, MongoDB, Oracle, PostgreSQL;Ninguna de las anteriores
4899;4899;Amazon Web Services, Docker;.NET, C#, Javascript, SQL;.NET Core;MariaDB, Microsoft SQL Server;JUnit
4900;4900;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;jQuery, Node.js, Vue.js, AngularJS;MongoDB;Jest
4901;4901;Google Cloud Platform;.NET;.NET Core;Microsoft SQL Server;Ninguna de las anteriores
4902;4902;Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4903;4903;Azure, SAP, Windows Server;SQL;SAP;Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL, ProxySQL;Ninguna de las anteriores
4904;4904;Ninguna de las anteriores, Jira: software / service management / work;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4905;4905;Amazon Web Services, Windows Server;.NET, C#, CSS, HTML, Javascript, SQL;.NET Core, Bootstrap, jQuery, Vue.js;Microsoft SQL Server, Firebird;Ninguna de las anteriores
4906;4906;Amazon Web Services, Linux;Javascript, TypeScript;Node.js;MongoDB;Ninguna de las anteriores
4907;4907;SAP, Infor WMS;Java, SQL;Infor ION;Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
4908;4908;Amazon Web Services, Docker, Google Cloud Platform, Serverless;Go, Groovy, Java, Javascript, SQL;Hibernate, React.js, Spark, Spring;ElasticSearch, MySQL;JUnit
4909;4909;Google Cloud Platform;Python, SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
4910;4910;Azure, Linux;.NET, C#, Java, SQL;.NET Core, Hibernate, Spring, Dropwizard ;Microsoft SQL Server, MySQL, Oracle, SQLite;JUnit
4911;4911;Amazon Web Services, Docker;Python, R;Spark;Ninguna de las anteriores;Ninguna de las anteriores
4912;4912;Firebase;CSS, HTML, Java, Javascript, SQL;Node.js, React.js;MySQL, Oracle;Ninguna de las anteriores
4913;4913;Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Serverless;Go, Javascript, SQL, TypeScript;Angular, Node.js;Google Cloud Storage, MySQL, Redis;Jest, Mocha
4914;4914;Amazon Web Services, Firebase, Google Cloud Platform, Linux;CSS, HTML, Javascript, PHP, TypeScript;Angular, Bootstrap, CodeIgniter, Cordova, Tailwind, SvelteKit, Ionic, Capacitor;MariaDB, MySQL;Ninguna de las anteriores
4915;4915;Ninguna de las anteriores;C#, CSS, HTML, Javascript, SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4916;4916;Ninguna de las anteriores;.NET, C++, C#, CSS, HTML, Javascript, SQL;.NET Core;Microsoft SQL Server;Ninguna de las anteriores
4917;4917;Linux, VMWare, Windows Server;Java, SQL;React.js;Microsoft SQL Server;Test Complete
4918;4918;Ninguna de las anteriores;C#, HTML, Javascript, SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
4919;4919;Ninguna de las anteriores;Javascript, Apex;Aura;Ninguna de las anteriores;Ninguna de las anteriores
4920;4920;VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
4921;4921;Docker, Kubernetes, Linux;Javascript;Node.js;MariaDB, MongoDB;Ninguna de las anteriores
4922;4922;Amazon Web Services, Azure, Docker, Google Cloud Platform, OpenShift, Serverless;.NET, Bash/Shell, C#, CSS, HTML, Java, Javascript, SQL, TypeScript;.NET Core, Node.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Jest, JUnit, Mockito, react testing library 
4923;4923;Amazon Web Services, Google Cloud Platform, Linux;Python;Hadoop, Spark, TensorFlow;Apache Hive, ElasticSearch, Teradata;Ninguna de las anteriores
4924;4924;Docker;CSS, HTML, Java, Javascript, PHP, SQL;Bootstrap, jQuery, React.js, Spring;Oracle;Postman
4925;4925;Linux;CSS, HTML, Javascript, PHP, SQL;jQuery, Laravel;MariaDB, MySQL;Ninguna de las anteriores
4926;4926;Ninguna de las anteriores;Python, R, SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
4927;4927;Kubernetes, Linux, VMWare, Windows Server;Go, SQL;Ninguno de los anteriores;MariaDB, Microsoft SQL Server, MySQL, Oracle, PostgreSQL;Ninguna de las anteriores
4928;4928;Azure, Linux, VMWare;.NET, C++, C#, Javascript, SQL;.NET Core;Microsoft SQL Server;Selenium
4929;4929;Azure, Linux, SAP, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4930;4930;Azure;PHP;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4931;4931;Docker, Linux;CSS, HTML, Java, Javascript, SQL, TypeScript;Bootstrap, Node.js, React.js, Spring, MaterialUI;MySQL;Jest
4932;4932;Sharepoint;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4933;4933;Amazon Web Services;CSS, HTML, Javascript;React.js;Ninguna de las anteriores;Ninguna de las anteriores
4934;4934;Amazon Web Services, Docker, Linux;Javascript, Python;Ninguno de los anteriores;Amazon RDS/Aurora;Ninguna de las anteriores
4935;4935;Firebase, Google Cloud Platform;Javascript, Python;Flask, React.js;Google Cloud Storage, MongoDB;Ninguna de las anteriores
4936;4936;Amazon Web Services, Docker, Linux, Serverless;Python, SQL;Ninguno de los anteriores;Amazon Redshift, Oracle, PostgreSQL, Snowflake;Ninguna de las anteriores
4937;4937;Amazon Web Services, Azure, Docker, Google Cloud Platform;.NET, C#, CSS, HTML, Javascript, SQL;.NET Core, Angular, Bootstrap, jQuery, Node.js;Microsoft SQL Server, PostgreSQL;Ninguna de las anteriores
4938;4938;Amazon Web Services, Arduino o similar, Docker, Linux, Microcontroladores;Arduino, Bash/Shell, C, C++, C#, Python;TensorFlow, Torch, ROS;Ninguna de las anteriores;GTest, pytest
4939;4939;Amazon Web Services, Azure, Windows Server;.NET, C#, HTML, Javascript, SQL, TypeScript, VBA, CSS;.NET Core, Angular, Bootstrap, Hibernate, jQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle, SQLite;NUnit, Postman, SoapUI
4940;4940;Amazon Web Services, Docker, Kubernetes, Linux;CSS, HTML, Javascript, SQL, TypeScript;Node.js, React.js, Nest js;Amazon DynamoDB, MySQL, Redis, SQLite;Jest, Postman
4941;4941;Ninguna de las anteriores;Java;Hibernate, Spring;MySQL;JUnit, Postman
4942;4942;Amazon Web Services, SAP, VMWare;Python, R, SQL;TensorFlow, Torch;Ninguna de las anteriores;Ninguna de las anteriores
4943;4943;Ninguna de las anteriores;CSS, HTML, Javascript;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
4944;4944;Amazon Web Services, Azure, Docker, Kubernetes, Linux;Bash/Shell, Go, Groovy, Python, SQL;Flask;Amazon DynamoDB, Amazon RDS/Aurora, MySQL, Percona Server, PostgreSQL;Postman
