ID_Trabajo;ID_Encuestado;Dedicacion;TIpo de contrato;Ultimo salario (bruto);Ultimo salario (Neto);Sueldo Dolarizado;Tipo de cambio;Actualizaciones en 2022;Ajuste acumulado;Ultimo ajuste;Trabajo de;Años de experiencia;Cantidad de compañeros;Modalidad;Seniority
4880;4880;Full-Time;Staff (planta permanente);280000;232400;FALSE;0;Dos;40;Octubre;Developer;2;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
4881;4881;Full-Time;Remoto (empresa de otro país);650000;;FALSE;0;Dos;65;Octubre;Developer;3;De 11  a 50  personas;100% remoto;Semi-Senior
4882;4882;Full-Time;Staff (planta permanente);240000;240000;FALSE;0;No;0;No tuve;BI Analyst / Data Analyst;1;Mí¡s de 10000 personas;100% remoto;Junior
4883;4883;Full-Time;Remoto (empresa de otro país);270000;270000;TRUE;332;No;0;No tuve;QA / Tester;0;De 101 a 200 personas;100% remoto;Junior
4884;4884;Full-Time;Tercerizado (trabajo a través de consultora o agencia);425000;380000;FALSE;0;Mí¡s de tres;85;Noviembre;Developer;5;De 101 a 200 personas;100% remoto;Semi-Senior
4885;4885;Full-Time;Staff (planta permanente);1120000;696000;FALSE;0;Dos;60;Noviembre;Architect;3;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
4886;4886;Full-Time;Staff (planta permanente);250000;206000;FALSE;0;Mí¡s de tres;;Diciembre;SysAdmin / DevOps / SRE;20;De 201 a 500 personas;100% presencial;Senior
4887;4887;Full-Time;Remoto (empresa de otro país);240000;2300000;TRUE;329;Uno;7;Junio;Product Manager;9;De 51 a 100 personas;100% remoto;Senior
4888;4888;Full-Time;Staff (planta permanente);125000;103000;TRUE;185;No;0;No tuve;Cloud Infosec;0;De 101 a 200 personas;100% remoto;Junior
4889;4889;Full-Time;Staff (planta permanente);400000;306000;TRUE;200;Mí¡s de tres;90;Diciembre;Machine Learning Engineer;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
4890;4890;Full-Time;Staff (planta permanente);310000;260000;FALSE;0;Tres;57;Septiembre;Developer;3;De 51 a 100 personas;100% remoto;Semi-Senior
4891;4891;Part-Time;Freelance;160000;140000;FALSE;0;Dos;;Octubre;Developer;0;De 2 a 10 personas;100% remoto;Junior
4892;4892;Full-Time;Staff (planta permanente);300000;260000;FALSE;0;Tres;85;Septiembre;Developer;2;De 101 a 200 personas;100% remoto;Junior
4893;4893;Full-Time;Staff (planta permanente);332000;250000;FALSE;0;Dos;68;Octubre;Middleware;6;Mí¡s de 10000 personas;100% remoto;Senior
4894;4894;Full-Time;Staff (planta permanente);270000;230000;FALSE;0;Mí¡s de tres;;Noviembre;Developer;1.5;De 51 a 100 personas;100% remoto;Junior
4895;4895;Full-Time;Staff (planta permanente);170000;185000;FALSE;0;Mí¡s de tres;;Diciembre;BI Analyst / Data Analyst;2;De 201 a 500 personas;100% remoto;Junior
4896;4896;Full-Time;Staff (planta permanente);270000;224000;FALSE;0;Mí¡s de tres;75;Diciembre;Data Scientist;6;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
4897;4897;Full-Time;Staff (planta permanente);216867;180000;FALSE;0;Uno;20;Agosto;Developer;0;De 11  a 50  personas;100% remoto;Junior
4898;4898;Full-Time;Staff (planta permanente);471000;262814;FALSE;0;Dos;90;Diciembre;BI Analyst / Data Analyst;5;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
4899;4899;Full-Time;Staff (planta permanente);240000;234000;FALSE;0;Mí¡s de tres;100;Octubre;Developer;3;De 11  a 50  personas;Hí?brido (presencial y remoto);Semi-Senior
4900;4900;Full-Time;Staff (planta permanente);125000;115000;FALSE;0;Dos;;Septiembre;Developer;2;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
4901;4901;Part-Time;Staff (planta permanente);185000;185000;FALSE;0;Dos;35;Noviembre;Finance;10;De 51 a 100 personas;100% presencial;Senior
4902;4902;Full-Time;Staff (planta permanente);245000;209000;FALSE;0;Mí¡s de tres;70.65;Octubre;HelpDesk;10;De 1001 a 2000 personas;100% presencial;Senior
4903;4903;Full-Time;Tercerizado (trabajo a través de consultora o agencia);328000;280000;FALSE;0;Mí¡s de tres;;Noviembre;Project Manager;3;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
4904;4904;Full-Time;Staff (planta permanente);419000;260000;TRUE;180;Mí¡s de tres;;Octubre;Agile coach;2.5;De 501 a 1000 personas;100% remoto;Semi-Senior
4905;4905;Full-Time;Staff (planta permanente);160000;125000;FALSE;0;Dos;;Noviembre;Developer;0;De 2 a 10 personas;Hí?brido (presencial y remoto);Junior
4906;4906;Full-Time;Remoto (empresa de otro país);900000;900000;TRUE;310;No;0;No tuve;Developer;7;De 11  a 50  personas;100% remoto;Senior
4907;4907;Full-Time;Staff (planta permanente);380000;320000;FALSE;0;Mí¡s de tres;41;Diciembre;Consultant;1;De 11  a 50  personas;100% remoto;Junior
4908;4908;Full-Time;Staff (planta permanente);687914;408500;FALSE;0;Tres;;Septiembre;Developer;7;De 5001 a 10000 personas;100% remoto;Senior
4909;4909;Full-Time;Staff (planta permanente);393500;318400;FALSE;0;Mí¡s de tres;;Diciembre;Consultant;1;De 5001 a 10000 personas;100% remoto;Junior
4910;4910;Full-Time;Staff (planta permanente);162500;138500;FALSE;0;Uno;33;Julio;Developer;1;De 2 a 10 personas;100% remoto;Junior
4911;4911;Full-Time;Staff (planta permanente);1300000;870000;TRUE;280;Mí¡s de tres;60;Noviembre;Data Scientist;4;De 51 a 100 personas;100% remoto;Semi-Senior
4912;4912;Full-Time;Staff (planta permanente);225000;186000;FALSE;0;Dos;30;Octubre;Developer;2;De 51 a 100 personas;100% remoto;Junior
4913;4913;Full-Time;Staff (planta permanente);400000;325000;FALSE;0;Tres;;Octubre;Developer;2;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
4914;4914;Full-Time;Staff (planta permanente);190000;160000;TRUE;300;Tres;60;Diciembre;Developer;6;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
4915;4915;Full-Time;Staff (planta permanente);307789.34;255465.15;FALSE;0;Tres;40;Noviembre;Developer;4;De 11  a 50  personas;Hí?brido (presencial y remoto);Semi-Senior
4916;4916;Full-Time;Tercerizado (trabajo a través de consultora o agencia);289500;245000;FALSE;0;Tres;54;Octubre;Developer;2;De 51 a 100 personas;Hí?brido (presencial y remoto);Junior
4917;4917;Full-Time;Staff (planta permanente);180000;160000;FALSE;0;Dos;100;Enero;HelpDesk;18;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
4918;4918;Full-Time;Staff (planta permanente);307789;255465;FALSE;0;Tres;60;Noviembre;Developer;3;De 11  a 50  personas;Hí?brido (presencial y remoto);Semi-Senior
4919;4919;Full-Time;Staff (planta permanente);290000;250000;FALSE;0;Mí¡s de tres;;Diciembre;Developer;0;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
4920;4920;Full-Time;Staff (planta permanente);97580;63575;FALSE;0;Tres;59;Noviembre;Consultant;16;De 2 a 10 personas;100% remoto;Senior
4921;4921;Part-Time;Staff (planta permanente);140000;116000;FALSE;0;Dos;50;Octubre;Developer;1;De 11  a 50  personas;100% remoto;Junior
4922;4922;Full-Time;Staff (planta permanente);1080000;720000;TRUE;200;Mí¡s de tres;110;Octubre;Specialist;4;De 201 a 500 personas;Hí?brido (presencial y remoto);Semi-Senior
4923;4923;Full-Time;Staff (planta permanente);370000;300000;FALSE;0;Tres;90;Noviembre;Data Scientist;0;De 1001 a 2000 personas;100% remoto;Junior
4924;4924;Full-Time;Staff (planta permanente);238000;200000;FALSE;0;Mí¡s de tres;92;Noviembre;Developer;2;De 51 a 100 personas;100% remoto;Junior
4925;4925;Full-Time;Staff (planta permanente);235000;196285;FALSE;0;Uno;40;Agosto;Developer;5;De 11  a 50  personas;100% remoto;Semi-Senior
4926;4926;Part-Time;Staff (planta permanente);110000;90000;FALSE;0;Uno;50;Mayo;BI Analyst / Data Analyst;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
4927;4927;Full-Time;Staff (planta permanente);400000;310000;FALSE;0;Mí¡s de tres;65;Noviembre;SysAdmin / DevOps / SRE;20;De 201 a 500 personas;100% presencial;Senior
4928;4928;Full-Time;Tercerizado (trabajo a través de consultora o agencia);460000;296000;FALSE;0;No;0;No tuve;Developer;4;De 51 a 100 personas;100% remoto;Semi-Senior
4929;4929;Full-Time;Staff (planta permanente);94200;112000;TRUE;177;No;0;No tuve;HelpDesk;0;De 501 a 1000 personas;Hí?brido (presencial y remoto);Junior
4930;4930;Full-Time;Staff (planta permanente);310000;250000;FALSE;0;No;0;No tuve;Developer;7;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
4931;4931;Full-Time;Staff (planta permanente);120000;109600;FALSE;0;No;0;No tuve;Developer;0;De 101 a 200 personas;100% remoto;Junior
4932;4932;Full-Time;Staff (planta permanente);430000;328000;FALSE;0;Tres;;Noviembre;HelpDesk;5;De 1001 a 2000 personas;100% remoto;Semi-Senior
4933;4933;Full-Time;Staff (planta permanente);374854;311489;FALSE;0;Tres;;Diciembre;Developer;1;Mí¡s de 10000 personas;100% remoto;Junior
4934;4934;Full-Time;Remoto (empresa de otro país);1100000;1100000;TRUE;350;No;0;No tuve;Developer;2;De 201 a 500 personas;100% remoto;Junior
4935;4935;Part-Time;Staff (planta permanente);181000;150500;FALSE;0;Tres;117;Octubre;Developer;1;De 2 a 10 personas;100% remoto;Junior
4936;4936;Part-Time;Remoto (empresa de otro país);1200000;;TRUE;345;Uno;;Diciembre;Data Engineer;3;De 501 a 1000 personas;100% remoto;Semi-Senior
4937;4937;Full-Time;Staff (planta permanente);222300;200500;FALSE;0;Mí¡s de tres;31;Diciembre;Developer;0;De 201 a 500 personas;100% remoto;Junior
4938;4938;Full-Time;Staff (planta permanente);400000;230000;FALSE;0;Mí¡s de tres;97;Octubre;Technical Leader;4;De 51 a 100 personas;100% remoto;Semi-Senior
4939;4939;Full-Time;Staff (planta permanente);970000;;TRUE;300;Tres;80;Diciembre;Developer;18;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
4940;4940;Full-Time;Staff (planta permanente);600000;380000;FALSE;0;Mí¡s de tres;;Septiembre;Developer;5;De 501 a 1000 personas;100% remoto;Semi-Senior
4941;4941;Full-Time;Staff (planta permanente);300000;250000;FALSE;0;Dos;55;Octubre;Developer;1;De 201 a 500 personas;100% remoto;Junior
4942;4942;Full-Time;Staff (planta permanente);800000;580000;TRUE;160;Mí¡s de tres;90;Noviembre;Consultant;8;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
4943;4943;Full-Time;Staff (planta permanente);444000;290000;FALSE;0;Mí¡s de tres;92;Diciembre;Developer;2;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Junior
4944;4944;Full-Time;Remoto (empresa de otro país);774089;501110;TRUE;323;No;0;No tuve;SysAdmin / DevOps / SRE;2;De 101 a 200 personas;100% remoto;Junior
4945;4945;Full-Time;Staff (planta permanente);480000;300000;FALSE;0;Mí¡s de tres;100;Diciembre;Architect;14;De 201 a 500 personas;100% remoto;Senior
4946;4946;Full-Time;Remoto (empresa de otro país);700000;;FALSE;0;Uno;10;Octubre;Project Manager;6;De 101 a 200 personas;100% remoto;Senior
4947;4947;Full-Time;Staff (planta permanente);794000;542000;FALSE;0;Mí¡s de tres;100;Octubre;Manager / Director;12;De 1001 a 2000 personas;100% remoto;Senior
4948;4948;Full-Time;Staff (planta permanente);187000;155210;FALSE;0;Tres;55;Noviembre;Developer;2;De 5001 a 10000 personas;100% remoto;Junior
4949;4949;Full-Time;Staff (planta permanente);262000;237000;FALSE;0;Tres;;Noviembre;Administrador de red.;8;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
4950;4950;Full-Time;Remoto (empresa de otro país);980000;;TRUE;350;No;0;No tuve;QA / Tester;1;De 201 a 500 personas;100% remoto;Junior
4951;4951;Full-Time;Remoto (empresa de otro país);700000;670000;FALSE;0;No;0;No tuve;Developer;2;De 101 a 200 personas;100% remoto;Junior
4952;4952;Full-Time;Staff (planta permanente);192000;159000;FALSE;0;Uno;28;Noviembre;Networking;5;De 101 a 200 personas;100% presencial;Semi-Senior
4953;4953;Full-Time;Staff (planta permanente);180000;180000;FALSE;0;Dos;68;Octubre;QA / Tester;1;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
4954;4954;Full-Time;Staff (planta permanente);310000;;FALSE;0;Mí¡s de tres;80;Septiembre;SysAdmin / DevOps / SRE;15;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
4955;4955;Full-Time;Staff (planta permanente);351640;291340;FALSE;0;Tres;89;Noviembre;Scrum Master;4;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
4956;4956;Full-Time;Staff (planta permanente);202000;168000;FALSE;0;Dos;26;Septiembre;Infosec;2;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
4957;4957;Full-Time;Staff (planta permanente);200000;160000;FALSE;0;Mí¡s de tres;;Noviembre;HelpDesk;1;De 11  a 50  personas;100% remoto;Junior
4958;4958;Full-Time;Staff (planta permanente);475000;380000;FALSE;0;Mí¡s de tres;100;Noviembre;Data Engineer;2;De 501 a 1000 personas;Hí?brido (presencial y remoto);Junior
4959;4959;Full-Time;Staff (planta permanente);220000;186500;FALSE;0;Tres;80;Septiembre;Data Engineer;2;De 501 a 1000 personas;100% remoto;Junior
4960;4960;Full-Time;Staff (planta permanente);330000;280000;FALSE;0;Mí¡s de tres;85;Diciembre;Developer;3;De 101 a 200 personas;100% remoto;Semi-Senior
4961;4961;Full-Time;Staff (planta permanente);580000;437000;FALSE;0;Mí¡s de tres;232;Octubre;Networking;14;De 11  a 50  personas;100% remoto;Senior
4962;4962;Full-Time;Staff (planta permanente);222000;180000;FALSE;0;Uno;60;Marzo;QA / Tester;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
4963;4963;Full-Time;Tercerizado (trabajo a través de consultora o agencia);190000;157000;FALSE;0;Dos;80;Julio;SysAdmin / DevOps / SRE;1;De 2001a 5000 personas;Hí?brido (presencial y remoto);Junior
4964;4964;Full-Time;Staff (planta permanente);385000;305000;FALSE;0;Dos;90;Diciembre;Project Manager;3;De 11  a 50  personas;Hí?brido (presencial y remoto);Semi-Senior
4965;4965;Full-Time;Staff (planta permanente);210000;186000;FALSE;0;Dos;70;Noviembre;SysAdmin / DevOps / SRE;0;De 51 a 100 personas;100% remoto;Junior
4966;4966;Full-Time;Staff (planta permanente);500000;330000;FALSE;0;Tres;93;Diciembre;Technical Leader;23;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
4967;4967;Full-Time;Staff (planta permanente);419800;305000;FALSE;0;Mí¡s de tres;92;Noviembre;SysAdmin / DevOps / SRE;0;De 1001 a 2000 personas;100% remoto;Junior
4968;4968;Full-Time;Staff (planta permanente);200750;166611;TRUE;167,3;Uno;20;Diciembre;Data Scientist;0;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
4969;4969;Full-Time;Staff (planta permanente);724000;460000;FALSE;0;Mí¡s de tres;91;Diciembre;Data Engineer;18;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
4970;4970;Full-Time;Remoto (empresa de otro país);1372000;1262000;FALSE;0;No;0;No tuve;Machine Learning Engineer;4;De 201 a 500 personas;100% remoto;Semi-Senior
4971;4971;Full-Time;Staff (planta permanente);894560;562400;FALSE;0;Dos;52;Noviembre;UX Manager;6;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
4972;4972;Full-Time;Staff (planta permanente);214000;17800;FALSE;0;Mí¡s de tres;60;Noviembre;Developer;1;De 201 a 500 personas;100% remoto;Junior
4973;4973;Part-Time;Staff (planta permanente);197000;155000;FALSE;0;Uno;10;Septiembre;Developer;2;De 51 a 100 personas;100% presencial;Junior
4974;4974;Full-Time;Tercerizado (trabajo a través de consultora o agencia);240000;200000;FALSE;0;Mí¡s de tres;50;Diciembre;HelpDesk;5;De 51 a 100 personas;Hí?brido (presencial y remoto);Semi-Senior
4975;4975;Full-Time;Remoto (empresa de otro país);1225000;1225000;FALSE;0;No;0;No tuve;Architect;12;De 501 a 1000 personas;100% remoto;Senior
4976;4976;Full-Time;Staff (planta permanente);340000;300000;TRUE;220;Tres;50;Noviembre;QA / Tester;7;De 501 a 1000 personas;100% remoto;Senior
4977;4977;Full-Time;Staff (planta permanente);615000;330000;TRUE;180;Tres;70;Noviembre;Consultant;2;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
4978;4978;Full-Time;Staff (planta permanente);500000;330000;FALSE;0;Tres;81;Diciembre;Data Engineer;2;De 101 a 200 personas;Hí?brido (presencial y remoto);Junior
4979;4979;Full-Time;Remoto (empresa de otro país);800000;700000;TRUE;170;Uno;10;Junio;Designer;15;De 11  a 50  personas;100% remoto;Senior
4980;4980;Full-Time;Staff (planta permanente);200000;15000;FALSE;0;Tres;80;Diciembre;Technical Leader;16;De 11  a 50  personas;100% presencial;Senior
4981;4981;Full-Time;Staff (planta permanente);420000;288000;FALSE;0;Tres;102;Noviembre;Business Analyst;5;De 201 a 500 personas;100% remoto;Semi-Senior
4982;4982;Full-Time;Remoto (empresa de otro país);250000;200000;TRUE;600;Dos;10;Agosto;Developer;1;De 2 a 10 personas;100% remoto;Junior
4983;4983;Full-Time;Staff (planta permanente);300000;249000;FALSE;0;Uno;25;Junio;Technical Leader;9;De 101 a 200 personas;100% remoto;Senior
4984;4984;Full-Time;Staff (planta permanente);414000;260000;FALSE;0;Tres;50;Noviembre;BI Analyst / Data Analyst;10;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
4985;4985;Full-Time;Staff (planta permanente);137000;105000;FALSE;0;Dos;50;Agosto;Project Manager;6;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
4986;4986;Full-Time;Staff (planta permanente);150000;120000;FALSE;0;Dos;50;Diciembre;Developer;1;De 11  a 50  personas;100% remoto;Junior
4987;4987;Full-Time;Staff (planta permanente);470000;368000;FALSE;0;Tres;70;Septiembre;SysAdmin / DevOps / SRE;15;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
4988;4988;Full-Time;Staff (planta permanente);300000;270000;TRUE;170;Mí¡s de tres;;Diciembre;Developer;3;Mí¡s de 10000 personas;100% remoto;Semi-Senior
4989;4989;Full-Time;Staff (planta permanente);210000;185000;FALSE;0;Uno;40;Noviembre;HelpDesk;10;De 101 a 200 personas;100% presencial;Senior
4990;4990;Full-Time;Remoto (empresa de otro país);1344000;1343000;TRUE;350;No;0;No tuve;Developer;13;De 2001a 5000 personas;100% remoto;Senior
4991;4991;Full-Time;Remoto (empresa de otro país);250000;235000;TRUE;345;Uno;0;Julio;QA / Tester;1;De 501 a 1000 personas;100% remoto;Junior
4992;4992;Full-Time;Remoto (empresa de otro país);650000;600000;FALSE;0;Dos;33;Diciembre;Developer;2;De 11  a 50  personas;100% remoto;Junior
4993;4993;Full-Time;Staff (planta permanente);480000;310000;FALSE;0;Mí¡s de tres;100;Noviembre;Sales / Pre-Sales;14;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
4994;4994;Part-Time;Freelance;125000;125000;TRUE;350;Tres;100;Noviembre;Developer;1;De 2 a 10 personas;100% remoto;Junior
4995;4995;Full-Time;Freelance;100000;100000;FALSE;0;Tres;70;Diciembre;Developer;1;De 2 a 10 personas;100% remoto;Junior
4996;4996;Full-Time;Staff (planta permanente);405000;350000;FALSE;0;Mí¡s de tres;100;Noviembre;Developer;2;De 101 a 200 personas;100% remoto;Junior
4997;4997;Full-Time;Staff (planta permanente);480000;350000;TRUE;350;Uno;20;Octubre;Developer;4;Mí¡s de 10000 personas;100% remoto;Semi-Senior
4998;4998;Full-Time;Staff (planta permanente);275000;230000;FALSE;0;Dos;30;Octubre;Developer;2;De 201 a 500 personas;100% remoto;Junior
4999;4999;Full-Time;Staff (planta permanente);160000;120000;FALSE;0;No;0;No tuve;Developer;2;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
5000;5000;Part-Time;Staff (planta permanente);148500;127376;FALSE;0;Uno;11;Diciembre;Developer;1;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Junior
5001;5001;Full-Time;Staff (planta permanente);180000;150000;FALSE;0;Tres;40;Octubre;Data Scientist;0;De 11  a 50  personas;100% presencial;Junior
5002;5002;Full-Time;Staff (planta permanente);360000;327000;FALSE;0;Mí¡s de tres;60;Diciembre;SysAdmin / DevOps / SRE;2;De 2001a 5000 personas;Hí?brido (presencial y remoto);Junior
5003;5003;Full-Time;Remoto (empresa de otro país);800000;800000;FALSE;0;Dos;;Noviembre;Designer;12;De 11  a 50  personas;100% remoto;Senior
5004;5004;Part-Time;Staff (planta permanente);115000;101009;FALSE;0;Tres;55;Diciembre;Developer;1;De 201 a 500 personas;100% presencial;Junior
5005;5005;Full-Time;Staff (planta permanente);515000;336300;FALSE;0;Mí¡s de tres;70;Noviembre;Developer;5;De 51 a 100 personas;100% remoto;Semi-Senior
5006;5006;Full-Time;Staff (planta permanente);370000;330000;FALSE;0;Mí¡s de tres;45;Octubre;Data Engineer;18;De 11  a 50  personas;100% remoto;Senior
5007;5007;Full-Time;Remoto (empresa de otro país);1200000;1200000;TRUE;340;No;0;No tuve;Developer;8;De 501 a 1000 personas;100% remoto;Senior
5008;5008;Part-Time;Staff (planta permanente);74700;70000;FALSE;0;Tres;50;Octubre;Electronics engineer;1;De 11  a 50  personas;100% presencial;Junior
5009;5009;Full-Time;Staff (planta permanente);225000;180000;FALSE;0;Dos;50;Octubre;BI Analyst / Data Analyst;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
5010;5010;Full-Time;Staff (planta permanente);400000;280000;FALSE;0;Mí¡s de tres;90;Diciembre;Developer;10;De 1001 a 2000 personas;100% remoto;Senior
5011;5011;Full-Time;Staff (planta permanente);250000;215000;FALSE;0;Tres;65;Noviembre;Developer;4;De 2001a 5000 personas;Hí?brido (presencial y remoto);Semi-Senior
5012;5012;Full-Time;Staff (planta permanente);180000;160000;TRUE;174;Tres;80;Noviembre;Developer;1;De 2001a 5000 personas;100% remoto;Junior
5013;5013;Full-Time;Staff (planta permanente);300000;230000;FALSE;0;Uno;8;Octubre;Networking;10;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
5014;5014;Full-Time;Staff (planta permanente);540000;540000;TRUE;300;Mí¡s de tres;;Octubre;Developer;3;De 11  a 50  personas;100% remoto;Semi-Senior
5015;5015;Full-Time;Remoto (empresa de otro país);310000;274000;TRUE;175;No;0;No tuve;Developer;2.6;De 11  a 50  personas;100% remoto;Semi-Senior
5016;5016;Full-Time;Staff (planta permanente);600000;428000;FALSE;0;Mí¡s de tres;90;Octubre;Manager / Director;25;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
5017;5017;Full-Time;Staff (planta permanente);260000;220000;FALSE;0;Mí¡s de tres;60;Noviembre;Developer;10;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
5018;5018;Full-Time;Staff (planta permanente);304000;252000;FALSE;0;Tres;45;Diciembre;Developer;3;De 101 a 200 personas;100% remoto;Semi-Senior
5019;5019;Full-Time;Staff (planta permanente);330000;270000;FALSE;0;Dos;40;Octubre;Developer;1;Mí¡s de 10000 personas;100% remoto;Junior
5020;5020;Full-Time;Tercerizado (trabajo a través de consultora o agencia);230000;226000;FALSE;0;Tres;52;Agosto;Technical Leader;1;De 51 a 100 personas;Hí?brido (presencial y remoto);Junior
5021;5021;Full-Time;Staff (planta permanente);1400000;1000000;FALSE;0;Tres;80;Diciembre;VP / C-Level;25;De 101 a 200 personas;Hí?brido (presencial y remoto);Senior
5022;5022;Full-Time;Staff (planta permanente);180000;153000;FALSE;0;Tres;60;Noviembre;Developer;1;De 2001a 5000 personas;Hí?brido (presencial y remoto);Junior
5023;5023;Full-Time;Staff (planta permanente);290000;240000;FALSE;0;Tres;;Diciembre;Finance;5;De 2001a 5000 personas;Hí?brido (presencial y remoto);Semi-Senior
5024;5024;Full-Time;Staff (planta permanente);500000;434000;FALSE;0;Dos;45;Diciembre;Data Engineer;3;De 2001a 5000 personas;100% remoto;Semi-Senior
5025;5025;Full-Time;Freelance;300000;290000;FALSE;0;Mí¡s de tres;90;Diciembre;HelpDesk;2;De 51 a 100 personas;Hí?brido (presencial y remoto);Junior
5026;5026;Full-Time;Staff (planta permanente);283401;235224;FALSE;0;Dos;7;Septiembre;Developer;3;De 501 a 1000 personas;100% remoto;Semi-Senior
5027;5027;Full-Time;Tercerizado (trabajo a través de consultora o agencia);265000;220000;FALSE;0;Mí¡s de tres;94;Diciembre;QA / Tester;3;De 201 a 500 personas;100% remoto;Semi-Senior
5028;5028;Part-Time;Staff (planta permanente);115000;96000;FALSE;0;Mí¡s de tres;60;Noviembre;Analista seguridad;4;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Semi-Senior
5029;5029;Full-Time;Staff (planta permanente);450000;450000;FALSE;0;Mí¡s de tres;30;Diciembre;Developer;5;De 5001 a 10000 personas;100% remoto;Semi-Senior
5030;5030;Full-Time;Tercerizado (trabajo a través de consultora o agencia);290000;240000;FALSE;0;Dos;10;Diciembre;Data Engineer;5;De 201 a 500 personas;100% remoto;Semi-Senior
5031;5031;Full-Time;Staff (planta permanente);313000;268000;FALSE;0;Dos;21;Noviembre;SysAdmin / DevOps / SRE;7;De 51 a 100 personas;100% remoto;Senior
5032;5032;Full-Time;Remoto (empresa de otro país);300000;295000;FALSE;0;Uno;;Diciembre;Developer;2;De 101 a 200 personas;100% remoto;Junior
5033;5033;Full-Time;Staff (planta permanente);720000;505000;FALSE;0;Mí¡s de tres;;Diciembre;Developer;3;De 501 a 1000 personas;Hí?brido (presencial y remoto);Semi-Senior
5034;5034;Full-Time;Staff (planta permanente);195506;149945;FALSE;0;Dos;85;Noviembre;HelpDesk, Developer;6;De 101 a 200 personas;100% presencial;Senior
5035;5035;Full-Time;Staff (planta permanente);500000;370000;FALSE;0;Tres;;Noviembre;Developer;4;Mí¡s de 10000 personas;100% remoto;Semi-Senior
5036;5036;Full-Time;Staff (planta permanente);350000;470000;TRUE;200;Tres;30;Noviembre;Technical Leader;20;De 51 a 100 personas;100% remoto;Senior
5037;5037;Full-Time;Staff (planta permanente);150000;125400;FALSE;0;No;0;No tuve;Developer;0;De 201 a 500 personas;100% presencial;Junior
5038;5038;Full-Time;Staff (planta permanente);350000;300000;FALSE;0;Mí¡s de tres;;Diciembre;SysAdmin / DevOps / SRE;2;Mí¡s de 10000 personas;100% remoto;Junior
5039;5039;Full-Time;Staff (planta permanente);330000;284000;FALSE;0;Tres;45;Diciembre;Project Manager;13;De 501 a 1000 personas;100% remoto;Senior
5040;5040;Full-Time;Remoto (empresa de otro país);1400000;1377000;FALSE;0;No;0;No tuve;Developer;6;De 101 a 200 personas;100% remoto;Senior
5041;5041;Full-Time;Staff (planta permanente);231500;478200;TRUE;200;Mí¡s de tres;;Octubre;QA / Tester;8;De 101 a 200 personas;100% remoto;Senior
5042;5042;Full-Time;Staff (planta permanente);486013;330451;FALSE;0;Mí¡s de tres;;Diciembre;Project Manager;22;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
5043;5043;Full-Time;Staff (planta permanente);170000;140000;FALSE;0;Dos;80;Agosto;Developer;1;De 201 a 500 personas;100% remoto;Junior
5044;5044;Full-Time;Staff (planta permanente);320000;250000;FALSE;0;Mí¡s de tres;;Octubre;Developer;2;De 2001a 5000 personas;100% remoto;Junior
5045;5045;Part-Time;Staff (planta permanente);77000;77000;FALSE;0;No;0;No tuve;BI Analyst / Data Analyst;0;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
