ID_Encuestado;Lugar de trabajo;;Genero;Nacimiento;Fecha encuesta
4779;Argentina;Córdoba;Hombre Cis;1999;14/1/2023
4780;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1996;13/1/2023
4781;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;23/1/2023
4782;Argentina;Rí?o Negro;Hombre Cis;1990;16/1/2023
4783;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;21/1/2023
4784;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1984;25/1/2023
4785;Argentina;Catamarca;Hombre Cis;1989;19/1/2023
4786;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;15/1/2023
4787;Argentina;Córdoba;Hombre Cis;2001;11/1/2023
4788;Argentina;Neuquén;Hombre Cis;1993;25/1/2023
4789;Argentina;Buenos Aires;;1997;22/1/2023
4790;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;15/1/2023
4791;Argentina;Córdoba;Hombre Cis;1997;14/1/2023
4792;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;11/1/2023
4793;Argentina;Buenos Aires;Hombre Cis;1996;12/1/2023
4794;Argentina;Buenos Aires;;1990;15/1/2023
4795;Argentina;Córdoba;Hombre Cis;2003;23/1/2023
4796;Argentina;Entre Rí?os;Hombre Cis;1996;25/1/2023
4797;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;25/1/2023
4798;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;19/1/2023
4799;Argentina;Córdoba;Hombre Cis;1994;11/1/2023
4800;Argentina;Córdoba;Hombre Cis;1991;19/1/2023
4801;Argentina;Buenos Aires;Hombre Cis;1992;23/1/2023
4802;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;21/1/2023
4803;Argentina;Santa Fe;Hombre Cis;1996;15/1/2023
4804;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;14/1/2023
4805;Argentina;Chaco;Hombre Cis;1990;15/1/2023
4806;Argentina;Buenos Aires;Hombre Cis;1995;13/1/2023
4807;Argentina;Buenos Aires;Hombre Cis;2000;11/1/2023
4808;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;14/1/2023
4809;Argentina;Córdoba;Hombre Cis;2005;12/1/2023
4810;Argentina;Córdoba;Hombre Cis;1995;22/1/2023
4811;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;19/1/2023
4812;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;18/1/2023
4813;Argentina;Buenos Aires;Hombre Cis;1985;16/1/2023
4814;Argentina;Buenos Aires;Hombre Cis;1998;19/1/2023
4815;Argentina;Buenos Aires;Hombre Cis;1997;20/1/2023
4816;Argentina;Buenos Aires;Hombre Cis;2001;19/1/2023
4817;Argentina;Ciudad Autónoma de Buenos Aires;;2001;11/1/2023
4818;Argentina;Santa Fe;Hombre Cis;1998;14/1/2023
4819;Argentina;Buenos Aires;Hombre Cis;1990;20/1/2023
4820;Argentina;Córdoba;Hombre Cis;1998;24/1/2023
4821;Argentina;Buenos Aires;Hombre Cis;1989;15/1/2023
4822;Argentina;Santa Fe;Hombre Cis;1999;20/1/2023
4823;Argentina;Mendoza;Hombre Cis;1997;22/1/2023
4824;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;17/1/2023
4825;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1977;11/1/2023
4826;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;20/1/2023
4827;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;23/1/2023
4828;Argentina;Córdoba;Hombre Cis;1993;17/1/2023
4829;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;17/1/2023
4830;Argentina;Corrientes;Hombre Cis;1980;23/1/2023
4831;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;2001;12/1/2023
4832;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;25/1/2023
4833;Argentina;Córdoba;Hombre Cis;2000;15/1/2023
4834;Argentina;Buenos Aires;Hombre Cis;1998;12/1/2023
4835;Argentina;Buenos Aires;Hombre Cis;1980;22/1/2023
4836;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;17/1/2023
4837;Argentina;Santa Fe;Hombre Cis;1977;11/1/2023
4838;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;11/1/2023
4839;Argentina;Ciudad Autónoma de Buenos Aires;No Binarie;1990;18/1/2023
4840;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;13/1/2023
4841;Argentina;Buenos Aires;Hombre Cis;2000;14/1/2023
4842;Argentina;Buenos Aires;Hombre Cis;2001;16/1/2023
4843;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;24/1/2023
4844;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;15/1/2023
4845;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;20/1/2023
4846;Argentina;Buenos Aires;Hombre Cis;1996;13/1/2023
4847;Argentina;Chaco;Hombre Cis;1992;11/1/2023
4848;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;16/1/2023
4849;Argentina;Córdoba;Hombre Cis;2000;25/1/2023
4850;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;19/1/2023
4851;Argentina;Córdoba;Hombre Cis;1993;15/1/2023
4852;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;21/1/2023
4853;Argentina;Buenos Aires;Hombre Cis;1997;19/1/2023
4854;Argentina;Santa Fe;Hombre Cis;1989;25/1/2023
4855;Argentina;Mendoza;Hombre Cis;1992;19/1/2023
4856;Argentina;Buenos Aires;Hombre Cis;2000;14/1/2023
4857;Argentina;Neuquén;Hombre Cis;1989;23/1/2023
4858;Argentina;Chaco;Hombre Cis;2004;20/1/2023
4859;Argentina;Santa Fe;No Binarie;1991;25/1/2023
4860;Argentina;Córdoba;Hombre Cis;1993;23/1/2023
4861;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1987;18/1/2023
4862;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;12/1/2023
4863;Argentina;Buenos Aires;Hombre Cis;1993;21/1/2023
4864;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;17/1/2023
4865;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1996;13/1/2023
4866;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;12/1/2023
4867;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;25/1/2023
4868;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;15/1/2023
4869;Argentina;Buenos Aires;;2000;23/1/2023
4870;Argentina;La Rioja;Hombre Cis;1997;15/1/2023
4871;Argentina;Santa Fe;Hombre Cis;1997;13/1/2023
4872;Argentina;Buenos Aires;Hombre Cis;1993;21/1/2023
4873;Argentina;Buenos Aires;Hombre Cis;1979;15/1/2023
4874;Argentina;Buenos Aires;Hombre Cis;2004;3/2/2023
4875;Argentina;Buenos Aires;Hombre Cis;1991;3/2/2023
4876;Argentina;Buenos Aires;Hombre Cis;2000;1/2/2023
4877;Argentina;Ciudad Autónoma de Buenos Aires;Agénero;1996;26/1/2023
4878;Argentina;Córdoba;Hombre Cis;1998;3/2/2023
4879;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;4/2/2023
4880;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;1/2/2023
4881;Argentina;Buenos Aires;Hombre Cis;1992;4/2/2023
4882;Argentina;Buenos Aires;Mujer Cis;2004;1/2/2023
4883;Argentina;Mendoza;Hombre Cis;1989;29/1/2023
4884;Argentina;Córdoba;Hombre Cis;1986;31/1/2023
4885;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;2/2/2023
4886;Argentina;Santa Fe;Hombre Cis;1984;2/2/2023
4887;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;3/2/2023
4888;Argentina;Córdoba;;2000;3/2/2023
4889;Argentina;Santa Fe;Hombre Cis;2000;4/2/2023
4890;Argentina;Córdoba;Hombre Cis;1995;30/1/2023
4891;Argentina;Santa Fe;Mujer Cis;2001;4/2/2023
4892;Argentina;Santa Fe;Hombre Cis;1999;27/1/2023
4893;Argentina;Buenos Aires;Prefiero No Decir;1994;30/1/2023
4894;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;31/1/2023
4895;Argentina;Córdoba;Mujer Cis;1977;30/1/2023
4896;Argentina;Buenos Aires;;1994;1/2/2023
4897;Argentina;Salta;Hombre Cis;1992;2/2/2023
4898;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1992;3/2/2023
4899;Argentina;Buenos Aires;Hombre Cis;1996;1/2/2023
4900;Argentina;Córdoba;Hombre Cis;1995;30/1/2023
4901;Argentina;Mendoza;Hombre Cis;1989;4/2/2023
4902;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;4/2/2023
4903;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1992;26/1/2023
4904;Argentina;Buenos Aires;Hombre Cis;1991;28/1/2023
4905;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;30/1/2023
4906;Argentina;Mendoza;Hombre Cis;1994;28/1/2023
4907;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;2/2/2023
4908;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;1/2/2023
4909;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;30/1/2023
4910;Argentina;Santa Fe;Hombre Cis;1998;27/1/2023
4911;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;26/1/2023
4912;Argentina;Córdoba;Hombre Cis;1995;27/1/2023
4913;Argentina;San Juan;Hombre Cis;1999;31/1/2023
4914;Argentina;Santa Fe;Hombre Cis;1992;27/1/2023
4915;Argentina;Santa Fe;Hombre Cis;1993;26/1/2023
4916;Argentina;Santa Fe;Hombre Cis;1997;27/1/2023
4917;Argentina;Córdoba;Hombre Cis;1988;30/1/2023
4918;Argentina;Santa Fe;Prefiero No Decir;1990;30/1/2023
4919;Argentina;Santa Fe;Mujer Cis;1996;28/1/2023
4920;Argentina;Buenos Aires;Prefiero No Decir;1987;30/1/2023
4921;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;1/2/2023
4922;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;29/1/2023
4923;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;27/1/2023
4924;Argentina;Mendoza;Hombre Cis;2000;1/2/2023
4925;Argentina;Buenos Aires;Hombre Cis;1998;27/1/2023
4926;Argentina;Ciudad Autónoma de Buenos Aires;;1992;28/1/2023
4927;Argentina;Chaco;Hombre Cis;1981;31/1/2023
4928;Argentina;Buenos Aires;Hombre Cis;1998;27/1/2023
4929;Argentina;Córdoba;Hombre Cis;2003;1/2/2023
4930;Argentina;Buenos Aires;Hombre Cis;1995;29/1/2023
4931;Argentina;Santa Fe;Hombre Cis;2000;3/2/2023
4932;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;1/2/2023
4933;Argentina;Entre Rí?os;Hombre Cis;1993;3/2/2023
4934;Argentina;Buenos Aires;Hombre Cis;1999;1/2/2023
4935;Argentina;Córdoba;Prefiero No Decir;2000;27/1/2023
4936;Argentina;Santa Fe;Hombre Cis;1996;3/2/2023
4937;Argentina;Santa Fe;Hombre Cis;1999;28/1/2023
4938;Argentina;Tucumí¡n;Hombre Cis;1999;27/1/2023
4939;Argentina;Mendoza;Hombre Cis;1983;1/2/2023
4940;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;4/2/2023
4941;Argentina;Catamarca;Hombre Cis;1999;29/1/2023
4942;Argentina;Ciudad Autónoma de Buenos Aires;;1991;4/2/2023
4943;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1992;4/2/2023
4944;Argentina;Buenos Aires;Hombre Cis;1999;1/2/2023
4945;Argentina;Santa Fe;Prefiero No Decir;1986;4/2/2023
4946;Argentina;Buenos Aires;Hombre Cis;1987;1/2/2023
4947;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1990;27/1/2023
4948;Argentina;Buenos Aires;Hombre Cis;1994;27/1/2023
4949;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;27/1/2023
4950;Argentina;Buenos Aires;Prefiero No Decir;1994;28/1/2023
4951;Argentina;Santa Fe;Hombre Cis;1996;29/1/2023
4952;Argentina;Buenos Aires;Hombre Cis;1996;4/2/2023
4953;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;4/2/2023
4954;Argentina;Córdoba;Hombre Cis;1985;1/2/2023
4955;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;1/2/2023
4956;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;28/1/2023
4957;Argentina;Mendoza;Hombre Cis;1992;4/2/2023
4958;Argentina;Tucumí¡n;Hombre Cis;1992;30/1/2023
4959;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;30/1/2023
4960;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;4/2/2023
4961;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;28/1/2023
4962;Argentina;Santa Fe;Hombre Cis;2002;29/1/2023
4963;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;30/1/2023
4964;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;30/1/2023
4965;Argentina;Córdoba;Hombre Cis;1987;1/2/2023
4966;Argentina;Buenos Aires;Hombre Cis;1985;1/2/2023
4967;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;2/2/2023
4968;Argentina;Santa Fe;Hombre Cis;2000;2/2/2023
4969;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;2/2/2023
4970;Argentina;Córdoba;Hombre Cis;1996;29/1/2023
4971;Argentina;Buenos Aires;;1991;2/2/2023
4972;Argentina;Santa Fe;Hombre Cis;1997;31/1/2023
4973;Argentina;Buenos Aires;Hombre Cis;1999;1/2/2023
4974;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;2/2/2023
4975;Argentina;Corrientes;;1994;27/1/2023
4976;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;1/2/2023
4977;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;27/1/2023
4978;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;28/1/2023
4979;Argentina;Buenos Aires;Hombre Cis;1986;30/1/2023
4980;Argentina;Buenos Aires;Hombre Cis;1983;31/1/2023
4981;Argentina;Santa Fe;Hombre Cis;1991;28/1/2023
4982;Argentina;Entre Rí?os;Hombre Cis;1999;2/2/2023
4983;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;4/2/2023
4984;Argentina;Buenos Aires;Hombre Cis;1985;2/2/2023
4985;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;27/1/2023
4986;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;1/2/2023
4987;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;26/1/2023
4988;Argentina;Buenos Aires;Hombre Cis;1992;2/2/2023
4989;Argentina;Buenos Aires;Hombre Cis;1985;2/2/2023
4990;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;29/1/2023
4991;Argentina;Buenos Aires;Hombre Cis;1998;26/1/2023
4992;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;4/2/2023
4993;Argentina;Santa Fe;Hombre Cis;1984;3/2/2023
4994;Argentina;Córdoba;Hombre Cis;2003;3/2/2023
4995;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;28/1/2023
4996;Argentina;Córdoba;Hombre Cis;1999;1/2/2023
4997;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;28/1/2023
4998;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;30/1/2023
4999;Argentina;Córdoba;Hombre Cis;1996;1/2/2023
5000;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;3/2/2023
5001;Argentina;Buenos Aires;Hombre Cis;1992;4/2/2023
5002;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;30/1/2023
5003;Argentina;Buenos Aires;Hombre Cis;1984;28/1/2023
5004;Argentina;Santa Fe;Mujer Cis;2004;28/1/2023
5005;Argentina;San Juan;Hombre Cis;1993;29/1/2023
5006;Argentina;Córdoba;Hombre Cis;1984;29/1/2023
5007;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;26/1/2023
5008;Argentina;Mendoza;Hombre Cis;1997;4/2/2023
5009;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;30/1/2023
5010;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;4/2/2023
5011;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;4/2/2023
5012;Argentina;Córdoba;Hombre Cis;1997;1/2/2023
5013;Argentina;Buenos Aires;Prefiero No Decir;1989;4/2/2023
5014;Argentina;Córdoba;Hombre Cis;1997;27/1/2023
5015;Argentina;Neuquén;Hombre Cis;2000;30/1/2023
5016;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;2/2/2023
5017;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;3/2/2023
5018;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;3/2/2023
5019;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2003;3/2/2023
5020;Argentina;Mendoza;Hombre Cis;2003;26/1/2023
5021;Argentina;Buenos Aires;Hombre Cis;1975;26/1/2023
5022;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;26/1/2023
5023;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;29/1/2023
5024;Argentina;Santa Fe;Hombre Cis;1989;2/2/2023
5025;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;31/1/2023
5026;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;1/2/2023
5027;Argentina;Buenos Aires;Mujer Cis;1985;1/2/2023
5028;Argentina;Buenos Aires;Hombre Cis;1999;3/2/2023
5029;Argentina;Santa Fe;Hombre Cis;1995;28/1/2023
5030;Argentina;Córdoba;Hombre Cis;1997;28/1/2023
5031;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;3/2/2023
5032;Argentina;Salta;Hombre Cis;1999;26/1/2023
5033;Argentina;Buenos Aires;Prefiero No Decir;1997;29/1/2023
5034;Argentina;Neuquén;Hombre Cis;1999;28/1/2023
5035;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;2/2/2023
5036;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;27/1/2023
5037;Argentina;Santa Fe;Hombre Cis;2001;29/1/2023
5038;Argentina;Córdoba;Hombre Cis;1996;28/1/2023
5039;Argentina;Córdoba;Hombre Cis;1982;29/1/2023
5040;Argentina;Buenos Aires;Hombre Cis;1995;27/1/2023
5041;Argentina;Entre Rí?os;Hombre Cis;1994;3/2/2023
5042;Argentina;Córdoba;Hombre Cis;1975;26/1/2023
5043;Argentina;San Juan;Hombre Cis;2001;27/1/2023
5044;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;26/1/2023
5045;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;1/2/2023
5046;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;2/2/2023
5047;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;31/1/2023
5048;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;27/1/2023
5049;Argentina;Santa Fe;Mujer Cis;#VALUE!;27/1/2023
5050;Argentina;Córdoba;Prefiero No Decir;1995;28/1/2023
5051;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;4/2/2023
5052;Argentina;Ciudad Autónoma de Buenos Aires;;1990;27/1/2023
5053;Argentina;Santa Fe;Hombre Cis;1993;29/1/2023
5054;Argentina;Santa Fe;Hombre Cis;2003;28/1/2023
5055;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;31/1/2023
5056;Argentina;Chubut;Hombre Cis;1998;3/2/2023
5057;Argentina;Buenos Aires;Hombre Cis;1989;1/2/2023
5058;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;2/2/2023
5059;Argentina;Buenos Aires;Hombre Cis;1995;30/1/2023
5060;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;4/2/2023
5061;Argentina;Buenos Aires;Prefiero No Decir;1982;2/2/2023
5062;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1985;26/1/2023
5063;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1996;1/2/2023
5064;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;29/1/2023
5065;Argentina;Neuquén;Hombre Cis;1987;3/2/2023
5066;Argentina;Buenos Aires;Hombre Cis;1990;31/1/2023
5067;Argentina;Buenos Aires;Hombre Cis;1988;28/1/2023
5068;Argentina;Santa Fe;Hombre Cis;1989;26/1/2023
5069;Argentina;Buenos Aires;Mujer Cis;1998;27/1/2023
5070;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1993;29/1/2023
5071;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;1/2/2023
5072;Argentina;Buenos Aires;Hombre Cis;2000;26/1/2023
5073;Argentina;Santa Fe;Hombre Cis;1993;1/2/2023
5074;Argentina;Mendoza;Hombre Cis;2004;28/1/2023
5075;Argentina;Tucumí¡n;Hombre Cis;1992;28/1/2023
5076;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1983;28/1/2023
5077;Argentina;Ciudad Autónoma de Buenos Aires;;2001;30/1/2023
5078;Argentina;Buenos Aires;;1974;4/2/2023
5079;Argentina;Córdoba;Mujer Cis;1998;26/1/2023
5080;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;4/2/2023
5081;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;27/1/2023
5082;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;1/2/2023
5083;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;2/2/2023
5084;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;30/1/2023
5085;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;4/2/2023
5086;Argentina;Santa Fe;Prefiero No Decir;1995;29/1/2023
5087;Argentina;Santa Fe;Hombre Cis;1992;30/1/2023
5088;Argentina;Córdoba;Hombre Cis;1974;26/1/2023
5089;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1998;1/2/2023
5090;Argentina;Córdoba;Mujer Cis;1998;27/1/2023
5091;Argentina;Córdoba;Hombre Cis;1999;29/1/2023
5092;Argentina;Buenos Aires;Hombre Cis;2000;29/1/2023
5093;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;1/2/2023
5094;Argentina;Buenos Aires;Hombre Cis;1999;3/2/2023
5095;Argentina;Rí?o Negro;Hombre Cis;1979;1/2/2023
5096;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;26/1/2023
5097;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;2/2/2023
5098;Argentina;Córdoba;Hombre Cis;1997;3/2/2023
5099;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2005;3/2/2023
5100;Argentina;Córdoba;Hombre Cis;2000;1/2/2023
5101;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;1/2/2023
5102;Argentina;La Pampa;Hombre Cis;1993;26/1/2023
5103;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;28/1/2023
5104;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;3/2/2023
5105;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;27/1/2023
5106;Argentina;Buenos Aires;Hombre Cis;1994;1/2/2023
5107;Argentina;Buenos Aires;Hombre Cis;1993;28/1/2023
5108;Argentina;Buenos Aires;Hombre Cis;#VALUE!;28/1/2023
5109;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;27/1/2023
5110;Argentina;Tucumí¡n;Hombre Cis;1996;3/2/2023
5111;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;3/2/2023
5112;Argentina;Mendoza;Mujer Cis;2000;1/2/2023
5113;Argentina;Buenos Aires;Hombre Cis;1989;1/2/2023
5114;Argentina;La Pampa;Hombre Cis;1995;3/2/2023
5115;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;1/2/2023
5116;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1999;26/1/2023
5117;Argentina;Buenos Aires;Hombre Cis;1991;28/1/2023
5118;Argentina;Córdoba;Hombre Cis;1989;30/1/2023
5119;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;28/1/2023
5120;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;2/2/2023
5121;Argentina;Chaco;Hombre Cis;1997;26/1/2023
5122;Argentina;Buenos Aires;Hombre Cis;1981;28/1/2023
5123;Argentina;Buenos Aires;Hombre Cis;1996;1/2/2023
5124;Argentina;Mendoza;;1979;28/1/2023
5125;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;26/1/2023
5126;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;28/1/2023
5127;Argentina;Buenos Aires;Hombre Cis;2004;27/1/2023
5128;Argentina;Buenos Aires;Hombre Cis;1989;4/2/2023
5129;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;4/2/2023
5130;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;1/2/2023
5131;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;2/2/2023
5132;Argentina;Buenos Aires;Hombre Cis;1998;27/1/2023
5133;Argentina;Santa Fe;Hombre Cis;1995;1/2/2023
5134;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;31/1/2023
5135;Argentina;Ciudad Autónoma de Buenos Aires;No Binarie;1992;27/1/2023
5136;Argentina;Misiones;Hombre Cis;1997;29/1/2023
5137;Argentina;Santa Fe;Hombre Cis;1999;1/2/2023
5138;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;1/2/2023
5139;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;30/1/2023
5140;Argentina;Santa Fe;Hombre Cis;1996;28/1/2023
5141;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;27/1/2023
5142;Argentina;Buenos Aires;Hombre Cis;1990;31/1/2023
5143;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;4/2/2023
5144;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1974;29/1/2023
5145;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;27/1/2023
5146;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;1/2/2023
