ID_Estudio;ID_Encuestado;Nivel de estudio;Estado;Carrera;Universidad
2228;4810;;;;
2229;4811;Universitario;Completo;Diseí±o Grí¡fico;UP - Universidad de Palermo
2230;4812;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2231;4813;Universitario;Completo;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
2232;4814;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2233;4815;Universitario;Completo;Derecho;UAI - Universidad Abierta Interamericana
2234;4816;Universitario;En curso;Ingenierí?a en Informí¡tica;
2234;4817;;;;
2235;4818;Terciario;Completo;Licenciatura en Administración de Empresas;UCA - Universidad Católica Argentina
2235;4819;;;;
2236;4820;Secundario;Completo;;
2237;4821;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;
2237;4822;;;;
2237;4823;;;;
2237;4824;;;;
2237;4825;;;;
2238;4826;Universitario;Completo;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
2238;4827;;;;
2238;4828;;;;
2239;4829;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2240;4830;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2241;4831;Secundario;Completo;;
2241;4832;;;;
2241;4833;;;;
2242;4834;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2243;4835;Terciario;Completo;Analista de Sistemas;
2244;4836;Universitario;Completo;Ingenierí?a Industrial;UCA - Universidad Católica Argentina
2245;4837;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2246;4838;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2247;4839;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;UTN - Universidad Tecnológica Nacional
2247;4840;;;;
2248;4841;Universitario;Completo;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
2248;4842;;;;
2249;4843;Universitario;Incompleto;Licenciatura en Informí¡tica;Universidad Siglo 21
2250;4844;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
2250;4845;;;;
2250;4846;;;;
2251;4847;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2251;4848;;;;
2252;4849;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2253;4850;Secundario;Completo;;
2253;4851;;;;
2253;4852;;;;
2254;4853;Universitario;En curso;Tecnicatura en Programación;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
2254;4854;;;;
2254;4855;;;;
2255;4856;Universitario;En curso;Licenciatura en Informí¡tica;UP - Universidad de Palermo
2256;4857;Maestrí?a;Completo;Ingenierí?a en Sistemas de Información;IUA - Instituto Universitario Aeroní¡utico
2256;4858;;;;
2256;4859;;;;
2256;4860;;;;
2256;4861;;;;
2257;4862;Universitario;Incompleto;Ingenierí?a en Telecomunicaciones;
2257;4863;;;;
2258;4864;Universitario;Completo;Lic Publicidad;UCES - Universidad de Ciencias Empresariales y Sociales
2258;4865;;;;
2259;4866;Terciario;Completo;Tecnicatura en Programación;
2259;4867;;;;
2259;4868;;;;
2259;4869;;;;
2259;4870;;;;
2260;4871;Universitario;Completo;Ingenierí?a Electrónica;UNR - Universidad Nacional de Rosario
2261;4872;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2261;4873;;;;
2261;4874;;;;
2262;4875;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2262;4876;;;;
2263;4877;Terciario;Completo;Programador autodidacta;
2263;4878;;;;
2264;4879;Universitario;Completo;Ingenieria Mecanica;ITBA Instituto Tecnológico de Buenos Aires
2265;4880;Universitario;Incompleto;Licenciatura en tecnologí?a educativa;UTN - Universidad Tecnológica Nacional
2265;4881;;;;
2266;4882;Secundario;Completo;;
2267;4883;Secundario;Completo;;
2267;4884;;;;
2267;4885;;;;
2268;4886;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2268;4887;;;;
2268;4888;;;;
2269;4889;Universitario;En curso;Ingenierí?a en Computación;UNC - Universidad Nacional de Córdoba
2270;4890;Universitario;Completo;Ingenierí?a en Informí¡tica;UBP - Universidad Blas Pascal
2270;4891;;;;
2271;4892;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2271;4893;;;;
2271;4894;;;;
2272;4895;Terciario;Incompleto;Analista de Sistemas;
2273;4896;Universitario;Incompleto;Diseí±o Grí¡fico;UBA - Universidad de Buenos Aires
2273;4897;;;;
2274;4898;Terciario;Completo;Técnico superior en Fí?sica;UTN - Universidad Tecnológica Nacional
2274;4899;;;;
2275;4900;Universitario;Incompleto;Licenciatura en Comunicación;UNC - Universidad Nacional de Córdoba
2276;4901;Maestrí?a;Completo;Contador Píºblico;UNCUYO - Universidad Nacional de Cuyo
2277;4902;Secundario;Completo;;
2277;4903;;;;
2277;4904;;;;
2277;4905;;;;
2278;4906;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2278;4907;;;;
2279;4908;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2279;4909;;;;
2280;4910;Universitario;Incompleto;Licenciatura en Economí?a;UNR - Universidad Nacional de Rosario
2281;4911;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
2281;4912;;;;
2281;4913;;;;
2282;4914;Secundario;Completo;;
2282;4915;;;;
2282;4916;;;;
2283;4917;Universitario;En curso;Ingenierí?a en Informí¡tica;UTN - Universidad Tecnológica Nacional
2283;4918;;;;
2284;4919;Terciario;En curso;Analista de Sistemas;UNR - Universidad Nacional de Rosario
2284;4920;;;;
2284;4921;;;;
2284;4922;;;;
2285;4923;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2285;4924;;;;
2286;4925;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;ORT
2287;4926;Universitario;En curso;Estadí?stica;
2288;4927;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2288;4928;;;;
2288;4929;;;;
2288;4930;;;;
2289;4931;Terciario;En curso;Tecnicatura Superior en Programación;
2289;4932;;;;
2289;4933;;;;
2290;4934;Universitario;En curso;Bioquí?mica;UM - Universidad de Morón
2290;4935;;;;
2291;4936;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2292;4937;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2293;4938;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2294;4939;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2295;4940;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2295;4941;;;;
2295;4942;;;;
2296;4943;Terciario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
2297;4944;Universitario;Completo;Ingenierí?a en Sistemas de Información;UNS - Universidad Nacional del Sur
2297;4945;;;;
2298;4946;Universitario;Completo;Licenciatura en Administración de Empresas;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
2298;4947;;;;
2298;4948;;;;
2298;4949;;;;
2299;4950;Universitario;Completo;Tecnicatura en Informí¡tica;
2300;4951;Universitario;En curso;Ingenierí?a Electrónica;UNR - Universidad Nacional de Rosario
2301;4952;Terciario;Completo;;
2302;4953;Terciario;En curso;Analista de Sistemas;
2303;4954;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2303;4955;;;;
2304;4956;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2304;4957;;;;
2304;4958;;;;
2305;4959;Maestrí?a;En curso;Licenciatura en Administración de Empresas;UBA - Universidad de Buenos Aires
2306;4960;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2307;4961;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;
2308;4962;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2308;4963;;;;
2309;4964;Universitario;Completo;Licenciatura en Comunicación;UBA - Universidad de Buenos Aires
2310;4965;Universitario;Incompleto;Derecho;UCA - Universidad Católica Argentina
2310;4966;;;;
2310;4967;;;;
2311;4968;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2311;4969;;;;
2312;4970;Universitario;Completo;Ingenierí?a en Informí¡tica;UBP - Universidad Blas Pascal
2312;4971;;;;
2312;4972;;;;
2313;4973;Universitario;En curso;Ingenierí?a en Sistemas de Información;UNS - Universidad Nacional del Sur
2313;4974;;;;
2313;4975;;;;
2314;4976;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;
2315;4977;Posgrado/Especialización;En curso;Ingenierí?a en Informí¡tica;
2316;4978;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2317;4979;Universitario;En curso;Diseí±o Grí¡fico;UBA - Universidad de Buenos Aires
2318;4980;Terciario;Completo;Telecomunicaciones;UNCUYO - Universidad Nacional de Cuyo
2318;4981;;;;
2318;4982;;;;
2319;4983;Universitario;Completo;Tecnicatura Superior en Programación;UNQ - Universidad Nacional de Quilmes
2319;4984;;;;
2320;4985;Universitario;Completo;Ingenieria en materiales;
2321;4986;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2322;4987;Terciario;Incompleto;Analista de Sistemas;
2323;4988;Universitario;Completo;Ingenierí?a Industrial;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
2323;4989;;;;
2323;4990;;;;
2324;4991;Universitario;En curso;Tecnicatura Superior en Programación;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
2325;4992;Universitario;Completo;Ingenierí?a Industrial;UTN - Universidad Tecnológica Nacional
2325;4993;;;;
2325;4994;;;;
2325;4995;;;;
2325;4996;;;;
2326;4997;Universitario;En curso;Ingenierí?a en Informí¡tica;
2327;4998;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2327;4999;;;;
2327;5000;;;;
2327;5001;;;;
2327;5002;;;;
2328;5003;Terciario;Completo;Diseí±o Grí¡fico;
2328;5004;;;;
2329;5005;Universitario;Completo;Licenciatura en Ciencias de la Computación;
2329;5006;;;;
2330;5007;Terciario;Incompleto;Analista de Sistemas;
2331;5008;Universitario;Completo;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2331;5009;;;;
2332;5010;Universitario;Completo;Analista Universitario de Sistemas;UADE - Universidad Argentina De la Empresa
2333;5011;Universitario;Completo;Diseí±o Multimedial;UADE - Universidad Argentina De la Empresa
2333;5012;;;;
2333;5013;;;;
2334;5014;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2334;5015;;;;
2334;5016;;;;
2335;5017;Posgrado/Especialización;Completo;Licenciatura en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2335;5018;;;;
2335;5019;;;;
2336;5020;Terciario;En curso;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2337;5021;Maestrí?a;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2337;5022;;;;
2337;5023;;;;
2337;5024;;;;
2338;5025;Terciario;Completo;Analista de Sistemas;
2339;5026;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2340;5027;Universitario;Completo;Contador Píºblico;UBA - Universidad de Buenos Aires
2340;5028;;;;
2340;5029;;;;
2340;5030;;;;
2341;5031;Universitario;Completo;;
2342;5032;Universitario;Completo;Tecnicatura en Programación;
2343;5033;Universitario;En curso;Licenciatura en Sistemas de Información;UNGS - Universidad Nacional de General Sarmiento
2344;5034;Universitario;En curso;Licenciatura en Informí¡tica;Universidad Siglo 21
2345;5035;Universitario;Completo;Licenciatura en Administración de Empresas;
2345;5036;;;;
2346;5037;Universitario;En curso;Ingenierí?a Electrónica;UNR - Universidad Nacional de Rosario
2346;5038;;;;
2346;5039;;;;
2346;5040;;;;
2346;5041;;;;
2346;5042;;;;
2346;5043;;;;
2347;5044;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;UNGS - Universidad Nacional de General Sarmiento
2348;5045;Universitario;En curso;Actuario;UBA - Universidad de Buenos Aires
2349;5046;Secundario;Completo;;
2350;5047;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;ITBA Instituto Tecnológico de Buenos Aires
2350;5048;;;;
2351;5049;Posgrado/Especialización;En curso;Posgrado en Diseí±o estratégico para la innovación;UNR - Universidad Nacional de Rosario
2351;5050;;;;
2351;5051;;;;
2351;5052;;;;
2352;5053;Universitario;Completo;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2353;5054;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2354;5055;Secundario;Completo;;
2355;5056;Universitario;Completo;Licenciatura en Sistemas de Información;
2356;5057;Universitario;Completo;Tecnicatura en Sistemas;UTN - Universidad Tecnológica Nacional
2356;5058;;;;
2356;5059;;;;
2356;5060;;;;
2356;5061;;;;
2356;5062;;;;
2357;5063;Universitario;Completo;Lic diseí±o multimedia y técnico en desarrollo de software;UADE - Universidad Argentina De la Empresa
2357;5064;;;;
2358;5065;Terciario;Completo;Analista de Sistemas;
2359;5066;Universitario;Completo;Licenciatura en Sistemas de Información;UNLP - Universidad Nacional de La Plata
2359;5067;;;;
2360;5068;Posgrado/Especialización;En curso;Infraestructuras de datos espaciales;UNR - Universidad Nacional de Rosario
2361;5069;Terciario;Completo;Telecomunicaciones;
2362;5070;Universitario;Completo;Ingenierí?a en Informí¡tica;ITBA Instituto Tecnológico de Buenos Aires
2362;5071;;;;
2363;5072;Universitario;En curso;Ingenierí?a en Informí¡tica;UB - Universidad de Belgrano
2363;5073;;;;
2363;5074;;;;
2364;5075;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2365;5076;Terciario;Completo;Analista Programador Universitario;ORT
2365;5077;;;;
2365;5078;;;;
2366;5079;Universitario;Completo;Licenciatura en Administración de Empresas;
2367;5080;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2367;5081;;;;
2367;5082;;;;
2367;5083;;;;
2368;5084;Universitario;En curso;Licenciatura en ciencias fisicas;UBA - Universidad de Buenos Aires
2369;5085;Universitario;En curso;Licenciatura en Ciencia de Datos;UCA - Universidad Católica Argentina
2369;5086;;;;
2369;5087;;;;
2369;5088;;;;
2369;5089;;;;
2369;5090;;;;
2370;5091;Universitario;Completo;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2370;5092;;;;
2370;5093;;;;
2371;5094;Universitario;Incompleto;Economí?a;UBA - Universidad de Buenos Aires
2372;5095;Posgrado/Especialización;Completo;Licenciatura en Ciencias de la Computación;UNS - Universidad Nacional del Sur
2373;5096;Terciario;En curso;Técnico en Seguros;
2374;5097;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2375;5098;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2375;5099;;;;
2376;5100;Universitario;Completo;Licenciatura en Economí?a;UNC - Universidad Nacional de Córdoba
2377;5101;Universitario;En curso;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
2378;5102;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNS - Universidad Nacional del Sur
2379;5103;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2379;5104;;;;
2380;5105;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2380;5106;;;;
2381;5107;Terciario;Completo;;
2382;5108;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2383;5109;Universitario;Completo;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2383;5110;;;;
2384;5111;Universitario;Completo;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
2384;5112;;;;
2385;5113;Universitario;Completo;Ingenierí?a en Informí¡tica;UP - Universidad de Palermo
2385;5114;;;;
2386;5115;Terciario;Completo;Analista Programador;
2387;5116;Universitario;En curso;Economia;UCES - Universidad de Ciencias Empresariales y Sociales
2387;5117;;;;
2387;5118;;;;
2387;5119;;;;
2387;5120;;;;
2388;5121;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;
2388;5122;;;;
2389;5123;Universitario;Completo;Traductorado Píºblico;UM - Universidad de Morón
2390;5124;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2390;5125;;;;
2390;5126;;;;
2391;5127;Universitario;En curso;Ingenierí?a en Informí¡tica;UAI - Universidad Abierta Interamericana
2391;5128;;;;
2392;5129;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2392;5130;;;;
2393;5131;Universitario;Completo;Tecnicatura Universitaria en Programación;UTN - Universidad Tecnológica Nacional
2394;5132;Doctorado;En curso;Ingenierí?a Industrial;UNCUYO - Universidad Nacional de Cuyo
2394;5133;;;;
2394;5134;;;;
2395;5135;Universitario;Incompleto;;UNLA - Universidad Nacional de Laníºs
2396;5136;Universitario;Incompleto;Ingenierí?a en Informí¡tica;
2397;5137;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2397;5138;;;;
2397;5139;;;;
2397;5140;;;;
2398;5141;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2398;5142;;;;
2399;5143;Universitario;Completo;Licenciatura en Gestión de la información;
2399;5144;;;;
2400;5145;Universitario;Completo;Licenciatura en Administración de Empresas;ITBA Instituto Tecnológico de Buenos Aires
2400;5146;;;;
2400;5147;;;;
2401;5148;Universitario;En curso;Licenciatura en Ciencias de la Computación;UNR - Universidad Nacional de Rosario
2401;5149;;;;
2401;5150;;;;
2401;5151;;;;
2402;5152;Secundario;Incompleto;Tecnicatura Superior en Sistemas Informí¡ticos;
2403;5153;Terciario;Incompleto;Analista de Sistemas;ORT
2404;5154;Posgrado/Especialización;Completo;Licenciatura en Informí¡tica;UBP - Universidad Blas Pascal
2405;5155;Terciario;Completo;Telecomunicaciones;UNCUYO - Universidad Nacional de Cuyo
2405;5156;;;;
2405;5157;;;;
2406;5158;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNC - Universidad Nacional de Córdoba
2406;5159;;;;
2406;5160;;;;
2406;5161;;;;
2406;5162;;;;
2406;5163;;;;
2406;5164;;;;
2406;5165;;;;
2406;5166;;;;
2406;5167;;;;
2407;5168;Terciario;Completo;Analista de Sistemas;UADE - Universidad Argentina De la Empresa
2407;5169;;;;
2407;5170;;;;
2407;5171;;;;
2408;5172;Universitario;Completo;Diseí±o Grí¡fico;UNLA - Universidad Nacional de Laníºs
2408;5173;;;;
2409;5174;Secundario;Completo;;
2410;5175;Universitario;Completo;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2411;5176;Universitario;En curso;Analista de Computación;Universidad Siglo 21
2412;5177;Universitario;Completo;Analista Programador Universitario;UNC - Universidad Nacional de Córdoba
2413;5178;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2413;5179;;;;
2414;5180;Posgrado/Especialización;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2414;5181;;;;
2414;5182;;;;
2414;5183;;;;
2415;5184;Maestrí?a;Incompleto;Ingenierí?a en Informí¡tica;USAL - Universidad del Salvador
2416;5185;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNL - Universidad Nacional del Litoral
2416;5186;;;;
2417;5187;Universitario;Incompleto;Ingenierí?a en Telecomunicaciones;
2417;5188;;;;
2417;5189;;;;
2417;5190;;;;
2417;5191;;;;
2417;5192;;;;
2418;5193;Maestrí?a;En curso;Licenciatura en Sistemas de Información;UNNNE - Universidad Nacional del Nordeste
2418;5194;;;;
2418;5195;;;;
2418;5196;;;;
2419;5197;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2420;5198;Terciario;Incompleto;Analista de Sistemas;UAI - Universidad Abierta Interamericana
2420;5199;;;;
2420;5200;;;;
2420;5201;;;;
2421;5202;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2422;5203;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2422;5204;;;;
2423;5205;Posgrado/Especialización;Completo;Negocios;UP - Universidad de Palermo
2423;5206;;;;
2423;5207;;;;
2424;5208;Secundario;Completo;Analista de Sistemas;ORT
2425;5209;Universitario;Completo;Comercialización;UP - Universidad de Palermo
2425;5210;;;;
2426;5211;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2426;5212;;;;
2427;5213;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2427;5214;;;;
2428;5215;Secundario;Completo;;
2429;5216;Terciario;Completo;Tecnicatura Electrónica;
2429;5217;;;;
2430;5218;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2431;5219;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
2432;5220;Terciario;Incompleto;Tecnicatura Superior en Programación;
2432;5221;;;;
2433;5222;Secundario;Completo;Tecnicatura Electrónica;
2434;5223;Universitario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2435;5224;Universitario;Completo;Diseí±o de Imí¡gen y Sonido;UBA - Universidad de Buenos Aires
2435;5225;;;;
2435;5226;;;;
2436;5227;Secundario;Completo;Ingenierí?a en Software;
2437;5228;Maestrí?a;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2437;5229;;;;
2438;5230;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;UNLaM - Universidad Nacional de La Matanza
2439;5231;Maestrí?a;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2440;5232;Universitario;Incompleto;Licenciatura en Administración de Empresas;
2440;5233;;;;
2441;5234;Universitario;Completo;Analista Universitario de Sistemas;UTN - Universidad Tecnológica Nacional
2441;5235;;;;
2442;5236;Maestrí?a;Completo;Licenciatura en Sistemas de Información;UAI - Universidad Abierta Interamericana
2442;5237;;;;
2442;5238;;;;
2442;5239;;;;
2442;5240;;;;
2443;5241;Universitario;Incompleto;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2443;5242;;;;
2443;5243;;;;
2443;5244;;;;
2444;5245;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2445;5246;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2446;5247;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
2447;5248;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2447;5249;;;;
2447;5250;;;;
2448;5251;Universitario;Completo;Contador Píºblico;UBA - Universidad de Buenos Aires
2448;5252;;;;
2448;5253;;;;
2448;5254;;;;
2448;5255;;;;
2448;5256;;;;
2448;5257;;;;
2449;5258;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2450;5259;Universitario;En curso;Licenciatura en Administración de Empresas;UBA - Universidad de Buenos Aires
2451;5260;Posgrado/Especialización;Completo;Licenciatura en Informí¡tica;UBP - Universidad Blas Pascal
2451;5261;;;;
2452;5262;Universitario;En curso;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
2453;5263;Universitario;En curso;Contador Píºblico;UNL - Universidad Nacional del Litoral
2453;5264;;;;
2453;5265;;;;
2453;5266;;;;
2453;5267;;;;
2453;5268;;;;
2453;5269;;;;
2454;5270;Universitario;Completo;Ingenierí?a en Sistemas de Información;
2454;5271;;;;
2454;5272;;;;
2454;5273;;;;
2455;5274;Secundario;Completo;;
2456;5275;Universitario;Completo;Licenciatura en Sistemas de Información;
2456;5276;;;;
2456;5277;;;;
2456;5278;;;;
2456;5279;;;;
2456;5280;;;;
2457;5281;Universitario;Incompleto;Analista de Computación;UNCOMA - Universidad Nacional del Comahu
2457;5282;;;;
2457;5283;;;;
2457;5284;;;;
2457;5285;;;;
2457;5286;;;;
2457;5287;;;;
2457;5288;;;;
2458;5289;Universitario;En curso;Ingenierí?a en Software;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
2459;5290;Universitario;En curso;Licenciatura en Ciencia de Datos;UBA - Universidad de Buenos Aires
2460;5291;Posgrado/Especialización;Completo;Licenciatura en Administración de Empresas;UNLaM - Universidad Nacional de La Matanza
2460;5292;;;;
2461;5293;Universitario;Completo;Profesorado en Licenciatura en Letras y Técnica en Corrección Literaria;UNC - Universidad Nacional de Córdoba
2462;5294;Universitario;Completo;Licenciatura en Relaciones Internacionales;
2462;5295;;;;
2462;5296;;;;
2463;5297;Universitario;Incompleto;Ingenierí?a en Computación;UNC - Universidad Nacional de Córdoba
2464;5298;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2464;5299;;;;
2464;5300;;;;
2465;5301;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2465;5302;;;;
2466;5303;Terciario;Completo;Analista de Sistemas;ORT
2466;5304;;;;
2467;5305;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2468;5306;Terciario;Completo;Analista de Sistemas;
2469;5307;Terciario;En curso;Tecnicatura Superior en Soporte de Infraestructuras de tecnologí?a de la información;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
2470;5308;Universitario;En curso;Tecnicatura en Programación;UNSAM - Universidad de San Martí?n
2470;5309;;;;
2470;5310;;;;
2471;5311;Terciario;Incompleto;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
2472;5312;Posgrado/Especialización;Completo;Ciencias biológicas;
2472;5313;;;;
2473;5314;Universitario;Completo;Ingenierí?a en Telecomunicaciones;
2473;5315;;;;
2473;5316;;;;
2473;5317;;;;
2473;5318;;;;
2473;5319;;;;
2473;5320;;;;
2473;5321;;;;
2474;5322;Universitario;En curso;Bioingenierí?a;
2474;5323;;;;
2474;5324;;;;
2474;5325;;;;
2474;5326;;;;
2475;5327;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2476;5328;Terciario;Completo;Analista de Sistemas;
2477;5329;Universitario;Incompleto;Diseí±o Grí¡fico;UNLP - Universidad Nacional de La Plata
2477;5330;;;;
2477;5331;;;;
2477;5332;;;;
2477;5333;;;;
2478;5334;Maestrí?a;Completo;Ingenierí?a en Informí¡tica;
2478;5335;;;;
2478;5336;;;;
2479;5337;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2479;5338;;;;
2479;5339;;;;
2479;5340;;;;
2479;5341;;;;
2479;5342;;;;
